,uid,domainID,siteID,namedLocation,locationID,startDate,endDate,ongoingEvent,estimatedOrActualDate,dateRemarks,eventID,samplingProtocolVersion,eventType,methodTypeChoice,name,scientificName,otherScientificName,fireSeverity,biomassRemoval,minQuantity,maxQuantity,quantityUnit,reporterType,remarks,recordedBy,dataQF,publicationDate,release
814,9b87d402-c66d-4214-a249-6d5d826777e7,D03,DSNY,DSNY,"DSNY_009.basePlot.all, DSNY_025.basePlot.all, DSNY_034.basePlot.all, DSNY_016.basePlot.all, DSNY_016.mammalGrid.mam, DSNY_037.basePlot.all, DSNY_021.basePlot.all, DSNY_021.tickPlot.tck, DSNY_075.mosquitoPoint.mos, DSNY_036.basePlot.all",7/13/22,8/12/22,Y,actual,,DSNY.20130101.grazing,NEON.DOC.003282vD,grazing,grazing,,,Bos taurus,,,100,100,count,secondary,"Approximately 50 cows graze year-round in the Stumpfield and in the Cowpen/Horse Pasture. The Stumpfield is 318 acres and includes plots DSNY_009, DSNY_025, and DSNY_034. The Cowpen/Horse Pasture is 337 acres and includes plots DSNY_016, DSNY_016M, DSNY_037, DSNY_021, DSNY_021K, DSNY_075Q, and DSNY_036.",,,20241118T223116Z,RELEASE-2025
815,7a58313f-ca82-4529-a690-5ac1d42fc42f,D03,DSNY,DSNY,DSNY_071.phenology.phe,8/28/22,9/1/22,N,estimated,Plants were still fresh but did not observe the damage happen,DSNY.20220828.wildlifeDisturbance,NEON.DOC.003282vD,wildlifeDisturbance,wildlifeDisturbance,,,Sus scrofa,,,20,40,square m,primary,Wild hog damage,0000-0001-5871-8742,,20241118T152121Z,RELEASE-2025
816,8592f412-d1a4-467c-a310-2a485c688ae9,D03,DSNY,DSNY,"DSNY_009.basePlot.all, DSNY_025.basePlot.all, DSNY_034.basePlot.all, DSNY_016.basePlot.all, DSNY_016.mammalGrid.mam, DSNY_037.basePlot.all, DSNY_021.basePlot.all, DSNY_021.tickPlot.tck, DSNY_075.mosquitoPoint.mos, DSNY_036.basePlot.all",8/12/22,9/11/22,Y,actual,,DSNY.20130101.grazing,NEON.DOC.003282vD,grazing,grazing,,,Bos taurus,,,100,100,count,secondary,"Approximately 50 cows graze year-round in the Stumpfield and in the Cowpen/Horse Pasture. The Stumpfield is 318 acres and includes plots DSNY_009, DSNY_025, and DSNY_034. The Cowpen/Horse Pasture is 337 acres and includes plots DSNY_016, DSNY_016M, DSNY_037, DSNY_021, DSNY_021K, DSNY_075Q, and DSNY_036.",,,20241118T152121Z,RELEASE-2025
817,558f9298-fb31-4ab3-ade4-0e9b53fcb741,D03,DSNY,DSNY,"DSNY_001.basePlot.all,DSNY_002.basePlot.all,DSNY_003.basePlot.all,DSNY_004.basePlot.all,DSNY_005.basePlot.all,DSNY_006.basePlot.all,DSNY_007.basePlot.all,DSNY_008.basePlot.all,DSNY_009.basePlot.all,DSNY_010.basePlot.all,DSNY_011.basePlot.all,DSNY_012.basePlot.all,DSNY_013.basePlot.all,DSNY_014.basePlot.all,DSNY_015.basePlot.all,DSNY_016.basePlot.all,DSNY_017.basePlot.all,DSNY_018.basePlot.all,DSNY_019.basePlot.all,DSNY_020.basePlot.all,DSNY_021.basePlot.all,DSNY_022.basePlot.all,DSNY_023.basePlot.all,DSNY_024.basePlot.all,DSNY_025.basePlot.all,DSNY_026.basePlot.all,DSNY_027.basePlot.all,DSNY_028.basePlot.all,DSNY_029.basePlot.all,DSNY_030.basePlot.all,DSNY_031.basePlot.all,DSNY_032.basePlot.all,DSNY_033.basePlot.all,DSNY_034.basePlot.all,DSNY_035.basePlot.all,DSNY_036.basePlot.all,DSNY_037.basePlot.all,DSNY_038.basePlot.all,DSNY_039.basePlot.all,DSNY_041.basePlot.all,DSNY_042.basePlot.all,DSNY_043.basePlot.all,DSNY_044.basePlot.all,DSNY_044.basePlot.all,DSNY_045.basePlot.all,DSNY_046.basePlot.all,DSNY_047.basePlot.all,DSNY_048.basePlot.all,DSNY_049.basePlot.all,DSNY_050.basePlot.all,DSNY_051.basePlot.all,DSNY_052.basePlot.all,DSNY_053.basePlot.all,DSNY_054.basePlot.all,DSNY_055.basePlot.all,DSNY_056.basePlot.all,DSNY_057.basePlot.all,DSNY_058.basePlot.all,DSNY_059.basePlot.all,DSNY_060.basePlot.all,DSNY_061.basePlot.all,DSNY_062.basePlot.all,DSNY_063.basePlot.all,DSNY_064.basePlot.all,DSNY_065.basePlot.all,DSNY_066.basePlot.all,DSNY_067.basePlot.all,DSNY_068.basePlot.all,DSNY_069.basePlot.all,DSNY_070.basePlot.all,DSNY_073.basePlot.all,DSNY_074.basePlot.all,DSNY_001.tickPlot.tck,DSNY_002.tickPlot.tck,DSNY_004.tickPlot.tck,DSNY_005.tickPlot.tck,DSNY_006.tickPlot.tck,DSNY_008.tickPlot.tck,DSNY_014.tickPlot.tck,DSNY_021.tickPlot.tck,DSNY_001.mammalGrid.mam,DSNY_004.mammalGrid.mam,DSNY_005.mammalGrid.mam,DSNY_006.mammalGrid.mam,DSNY_010.mammalGrid.mam,DSNY_016.mammalGrid.mam,DSNY_001.birdGrid.brd,DSNY_002.birdGrid.brd,DSNY_004.birdGrid.brd,DSNY_008.birdGrid.brd,DSNY_010.birdGrid.brd,DSNY_013.birdGrid.brd,DSNY_016.birdGrid.brd,DSNY_017.birdGrid.brd,DSNY_019.birdGrid.brd,DSNY_034.birdGrid.brd,DSNY_038.birdGrid.brd,DSNY_075.mosquitoPoint.mos,DSNY_076.mosquitoPoint.mos,DSNY_077.mosquitoPoint.mos,DSNY_078.mosquitoPoint.mos,DSNY_079.mosquitoPoint.mos,DSNY_080.mosquitoPoint.mos,DSNY_081.mosquitoPoint.mos,DSNY_082.mosquitoPoint.mos,DSNY_089.mosquitoPoint.mos,DSNY_090.mosquitoPoint.mos,DSNY_071.phenology.phe,DSNY_072.phenology.phe,DSNY,SOILPL100336,SOILPL100337,SOILPL100338,SOILPL106133,SOILPL106186,MEGAPT100970,TOWER100302,HUT106054,AIRSHED",9/28/22,9/30/22,N,actual,,DSNY.20220928.otherNaturalDisturbance,NEON.DOC.003282vD,otherNaturalDisturbance,naturalDisturbance-hurricaneDamage,,,,,,,,,secondary,"Hurricane Ian made landfall on Florida's gulf coast on 9/28 and the eye of the storm crossed over the Disney Wilderness Preserve in Poinciana, FL as a Category 1 Hurricane with sustained winds of 90 mph and 10.10' of rainfall causing flooding in the area.",0000-0001-9827-4562,,20241118T152121Z,RELEASE-2025
818,62ee7a4e-cd8e-4a76-aa51-c2fcbb8e6914,D03,DSNY,DSNY,"DSNY_009.basePlot.all, DSNY_025.basePlot.all, DSNY_034.basePlot.all, DSNY_016.basePlot.all, DSNY_016.mammalGrid.mam, DSNY_037.basePlot.all, DSNY_021.basePlot.all, DSNY_021.tickPlot.tck, DSNY_075.mosquitoPoint.mos, DSNY_036.basePlot.all",9/11/22,10/11/22,Y,actual,,DSNY.20130101.grazing,NEON.DOC.003282vD,grazing,grazing,,,Bos taurus,,,100,100,count,secondary,"Approximately 50 cows graze year-round in the Stumpfield and in the Cowpen/Horse Pasture. The Stumpfield is 318 acres and includes plots DSNY_009, DSNY_025, and DSNY_034. The Cowpen/Horse Pasture is 337 acres and includes plots DSNY_016, DSNY_016M, DSNY_037, DSNY_021, DSNY_021K, DSNY_075Q, and DSNY_036.",,,20241118T030048Z,RELEASE-2025
819,973a4232-3dc3-438d-aa3c-508ed3fa5685,D03,DSNY,DSNY,DSNY_042.basePlot.all,10/12/22,10/12/22,N,estimated,Sometime earlier but not earlier than May,DSNY.20221012.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,humanDisturbance-construction-road-gravel,,,,,,10,100,square m,primary,"Swamp buggy, truck or tractor drove through plot. Several tracks in soft mud of wetland plot.",0000-0002-9814-2044,,20241118T030048Z,RELEASE-2025
820,fa308cb6-7fe2-44d5-8ba3-926d7291a78b,D03,DSNY,DSNY,DSNY_016.basePlot.all,10/26/22,10/26/22,N,actual,"Sometime prior to this date, the plant arrived.",DSNY.20221026.populationSpike,NEON.DOC.003282vD,populationSpike,populationSpike-firstInvasiveSighting,,Solanum viarum Dunal,,,,,,,primary,First noticed in distructive sampling area at a plot at this site. It may have occured onsite previously but not in any of our plots until now.,0000-0002-9814-2044,,20241118T030048Z,RELEASE-2025
821,cd958ba5-a0ba-4e3c-9e12-6d0cfd443336,D03,DSNY,DSNY,"DSNY_009.basePlot.all, DSNY_025.basePlot.all, DSNY_034.basePlot.all, DSNY_016.basePlot.all, DSNY_016.mammalGrid.mam, DSNY_037.basePlot.all, DSNY_021.basePlot.all, DSNY_021.tickPlot.tck, DSNY_075.mosquitoPoint.mos, DSNY_036.basePlot.all",10/11/22,11/10/22,Y,actual,,DSNY.20130101.grazing,NEON.DOC.003282vD,grazing,grazing,,,Bos taurus,,,100,100,count,secondary,"Approximately 50 cows graze year-round in the Stumpfield and in the Cowpen/Horse Pasture. The Stumpfield is 318 acres and includes plots DSNY_009, DSNY_025, and DSNY_034. The Cowpen/Horse Pasture is 337 acres and includes plots DSNY_016, DSNY_016M, DSNY_037, DSNY_021, DSNY_021K, DSNY_075Q, and DSNY_036.",,,20241118T194119Z,RELEASE-2025
822,6bc57cd2-6b0a-4052-a5eb-42f6b9b219b7,D03,DSNY,DSNY,"DSNY_001.basePlot.all,DSNY_002.basePlot.all,DSNY_003.basePlot.all,DSNY_004.basePlot.all,DSNY_005.basePlot.all,DSNY_006.basePlot.all,DSNY_007.basePlot.all,DSNY_008.basePlot.all,DSNY_009.basePlot.all,DSNY_010.basePlot.all,DSNY_011.basePlot.all,DSNY_012.basePlot.all,DSNY_013.basePlot.all,DSNY_014.basePlot.all,DSNY_015.basePlot.all,DSNY_016.basePlot.all,DSNY_017.basePlot.all,DSNY_018.basePlot.all,DSNY_019.basePlot.all,DSNY_020.basePlot.all,DSNY_021.basePlot.all,DSNY_022.basePlot.all,DSNY_023.basePlot.all,DSNY_024.basePlot.all,DSNY_025.basePlot.all,DSNY_026.basePlot.all,DSNY_027.basePlot.all,DSNY_028.basePlot.all,DSNY_029.basePlot.all,DSNY_030.basePlot.all,DSNY_031.basePlot.all,DSNY_032.basePlot.all,DSNY_033.basePlot.all,DSNY_034.basePlot.all,DSNY_035.basePlot.all,DSNY_036.basePlot.all,DSNY_037.basePlot.all,DSNY_038.basePlot.all,DSNY_039.basePlot.all,DSNY_041.basePlot.all,DSNY_042.basePlot.all,DSNY_043.basePlot.all,DSNY_044.basePlot.all,DSNY_044.basePlot.all,DSNY_045.basePlot.all,DSNY_046.basePlot.all,DSNY_047.basePlot.all,DSNY_048.basePlot.all,DSNY_049.basePlot.all,DSNY_050.basePlot.all,DSNY_051.basePlot.all,DSNY_052.basePlot.all,DSNY_053.basePlot.all,DSNY_054.basePlot.all,DSNY_055.basePlot.all,DSNY_056.basePlot.all,DSNY_057.basePlot.all,DSNY_058.basePlot.all,DSNY_059.basePlot.all,DSNY_060.basePlot.all,DSNY_061.basePlot.all,DSNY_062.basePlot.all,DSNY_063.basePlot.all,DSNY_064.basePlot.all,DSNY_065.basePlot.all,DSNY_066.basePlot.all,DSNY_067.basePlot.all,DSNY_068.basePlot.all,DSNY_069.basePlot.all,DSNY_070.basePlot.all,DSNY_073.basePlot.all,DSNY_074.basePlot.all,DSNY_001.tickPlot.tck,DSNY_002.tickPlot.tck,DSNY_004.tickPlot.tck,DSNY_005.tickPlot.tck,DSNY_006.tickPlot.tck,DSNY_008.tickPlot.tck,DSNY_014.tickPlot.tck,DSNY_021.tickPlot.tck,DSNY_001.mammalGrid.mam,DSNY_004.mammalGrid.mam,DSNY_005.mammalGrid.mam,DSNY_006.mammalGrid.mam,DSNY_010.mammalGrid.mam,DSNY_016.mammalGrid.mam,DSNY_001.birdGrid.brd,DSNY_002.birdGrid.brd,DSNY_004.birdGrid.brd,DSNY_008.birdGrid.brd,DSNY_010.birdGrid.brd,DSNY_013.birdGrid.brd,DSNY_016.birdGrid.brd,DSNY_017.birdGrid.brd,DSNY_019.birdGrid.brd,DSNY_034.birdGrid.brd,DSNY_038.birdGrid.brd,DSNY_075.mosquitoPoint.mos,DSNY_076.mosquitoPoint.mos,DSNY_077.mosquitoPoint.mos,DSNY_078.mosquitoPoint.mos,DSNY_079.mosquitoPoint.mos,DSNY_080.mosquitoPoint.mos,DSNY_081.mosquitoPoint.mos,DSNY_082.mosquitoPoint.mos,DSNY_089.mosquitoPoint.mos,DSNY_090.mosquitoPoint.mos,DSNY_071.phenology.phe,DSNY_072.phenology.phe,DSNY,SOILPL100336,SOILPL100337,SOILPL100338,SOILPL106133,SOILPL106186,MEGAPT100970,TOWER100302,HUT106054,AIRSHED",11/10/22,11/10/22,N,actual,,DSNY.20221110.otherNaturalDisturbance,NEON.DOC.003282vD,otherNaturalDisturbance,naturalDisturbance-hurricaneDamage,,,,,,,,,secondary,Nicole made landfall twice in Florida on November 10th south of Vero Beach and northwest of Cedar Key as a Hurricane category 1. Eye of the storm went over Disney Wilderness Preserve. Sustained winds of over 75 mph with gusts of 86 mph.,0000-0003-0743-8788,,20241118T194119Z,RELEASE-2025
823,2a2ef6bd-99f6-4727-ab2e-0bba72171ab5,D03,DSNY,DSNY,"DSNY_009.basePlot.all, DSNY_025.basePlot.all, DSNY_034.basePlot.all, DSNY_016.basePlot.all, DSNY_016.mammalGrid.mam, DSNY_037.basePlot.all, DSNY_021.basePlot.all, DSNY_021.tickPlot.tck, DSNY_075.mosquitoPoint.mos, DSNY_036.basePlot.all",11/10/22,12/10/22,Y,actual,,DSNY.20130101.grazing,NEON.DOC.003282vD,grazing,grazing,,,Bos taurus,,,100,100,count,secondary,"Approximately 50 cows graze year-round in the Stumpfield and in the Cowpen/Horse Pasture. The Stumpfield is 318 acres and includes plots DSNY_009, DSNY_025, and DSNY_034. The Cowpen/Horse Pasture is 337 acres and includes plots DSNY_016, DSNY_016M, DSNY_037, DSNY_021, DSNY_021K, DSNY_075Q, and DSNY_036.",,,20241118T073155Z,RELEASE-2025
824,09d38c1f-004e-4c19-a6c0-d378a1b046ac,D03,DSNY,DSNY,DSNY_061.basePlot.all,1/1/23,1/7/23,N,estimated,Did not observe the hog damage but the soil looked fresh and plants growing were sprouts.,DSNY.20230101.wildlifeDisturbance,NEON.DOC.003282vD,wildlifeDisturbance,wildlifeDisturbance,,,Sus scrofa,,,5,20,m,secondary,This plot has had continuous hog damage showing up in our LAI plot and Courtney Mier is aware.,0000-0001-9827-4562,,20241118T185412Z,RELEASE-2025
825,2ee44233-f207-4733-9f09-5d96f4f45649,D03,DSNY,DSNY,"DSNY_009.basePlot.all, DSNY_025.basePlot.all, DSNY_034.basePlot.all, DSNY_016.basePlot.all, DSNY_016.mammalGrid.mam, DSNY_037.basePlot.all, DSNY_021.basePlot.all, DSNY_021.tickPlot.tck, DSNY_075.mosquitoPoint.mos, DSNY_036.basePlot.all",12/10/22,1/9/23,Y,actual,,DSNY.20130101.grazing,NEON.DOC.003282vD,grazing,grazing,,,Bos taurus,,,100,100,count,secondary,"Approximately 50 cows graze year-round in the Stumpfield and in the Cowpen/Horse Pasture. The Stumpfield is 318 acres and includes plots DSNY_009, DSNY_025, and DSNY_034. The Cowpen/Horse Pasture is 337 acres and includes plots DSNY_016, DSNY_016M, DSNY_037, DSNY_021, DSNY_021K, DSNY_075Q, and DSNY_036.",,,20241118T185412Z,RELEASE-2025
826,cd9a6f00-34da-4611-b64a-3b0b7220514c,D03,DSNY,DSNY,"DSNY_009.basePlot.all, DSNY_025.basePlot.all, DSNY_034.basePlot.all, DSNY_016.basePlot.all, DSNY_016.mammalGrid.mam, DSNY_037.basePlot.all, DSNY_021.basePlot.all, DSNY_021.tickPlot.tck, DSNY_075.mosquitoPoint.mos, DSNY_036.basePlot.all",1/9/23,2/8/23,Y,actual,,DSNY.20130101.grazing,NEON.DOC.003282vD,grazing,grazing,,,Bos taurus,,,100,100,count,secondary,"Approximately 50 cows graze year-round in the Stumpfield and in the Cowpen/Horse Pasture. The Stumpfield is 318 acres and includes plots DSNY_009, DSNY_025, and DSNY_034. The Cowpen/Horse Pasture is 337 acres and includes plots DSNY_016, DSNY_016M, DSNY_037, DSNY_021, DSNY_021K, DSNY_075Q, and DSNY_036.",,,20241118T062221Z,RELEASE-2025
827,dfa7b36e-f26a-456e-9c38-5e8a027cf0cc,D03,DSNY,DSNY,DSNY,2/22/23,2/22/23,N,actual,field techs were in the field while the wildfire occurred,DSNY.20230222.fire,NEON.DOC.003282vD,fire,fire-wildfire,,,,medium,,,,,primary,no plots were known to be affected but the area around mammal plot 005 and distributed plot 005,0000-0001-9861-5609,,20241118T062221Z,RELEASE-2025
828,8737c46e-d939-48b9-8d8a-bc4350376511,D03,DSNY,DSNY,"DSNY_060.basePlot.all, DSNY_050.basePlot.all, DSNY_065.basePlot.all, DSNY_055.basePlot.all",2/4/23,3/4/23,N,estimated,Disturbed soil is still bare with some spring shoots coming up,DSNY.20230204.wildlifeDisturbance,NEON.DOC.003282vD,wildlifeDisturbance,wildlifeDisturbance,,,Sus scrofa,,,15,45,percent,primary,Hogs damaged soil and vegetation in 20-45 percent of plot areas. DSNY_060 damage in N.E. subplot; DSNY_050 damage in subplot 31; DSNY_065 damage to 80% of subplot 32; DSNY_055 damage to 45% of plot.,0000-0001-5833-8133,,20241118T033851Z,RELEASE-2025
829,77896cd5-18c2-4450-8612-4f6d63d687ed,D03,DSNY,DSNY,"DSNY_009.basePlot.all, DSNY_025.basePlot.all, DSNY_034.basePlot.all, DSNY_016.basePlot.all, DSNY_016.mammalGrid.mam, DSNY_037.basePlot.all, DSNY_021.basePlot.all, DSNY_021.tickPlot.tck, DSNY_075.mosquitoPoint.mos, DSNY_036.basePlot.all",2/8/23,3/10/23,Y,actual,,DSNY.20130101.grazing,NEON.DOC.003282vD,grazing,grazing,,,Bos taurus,,,100,100,count,secondary,"Approximately 50 cows graze year-round in the Stumpfield and in the Cowpen/Horse Pasture. The Stumpfield is 318 acres and includes plots DSNY_009, DSNY_025, and DSNY_034. The Cowpen/Horse Pasture is 337 acres and includes plots DSNY_016, DSNY_016M, DSNY_037, DSNY_021, DSNY_021K, DSNY_075Q, and DSNY_036.",,,20241118T033851Z,RELEASE-2025
830,2e8e038d-cfef-4bee-885f-09192978ef07,D03,DSNY,DSNY,DSNY_034.basePlot.all,3/8/23,3/21/23,N,estimated,Unsure of exact date plot burned,DSNY.20230308.fire,NEON.DOC.003282vD,fire,fire-wildfire,,,,medium,,,,,primary,,0000-0001-9827-4562,,20241118T033851Z,RELEASE-2025
831,ec585be9-99de-43db-bb81-c9596fb2dfa1,D03,DSNY,DSNY,"DSNY_001.basePlot.all,DSNY_002.basePlot.all,DSNY_003.basePlot.all,DSNY_004.basePlot.all,DSNY_005.basePlot.all,DSNY_006.basePlot.all,DSNY_007.basePlot.all,DSNY_008.basePlot.all,DSNY_009.basePlot.all,DSNY_010.basePlot.all,DSNY_011.basePlot.all,DSNY_012.basePlot.all,DSNY_013.basePlot.all,DSNY_014.basePlot.all,DSNY_015.basePlot.all,DSNY_016.basePlot.all,DSNY_017.basePlot.all,DSNY_018.basePlot.all,DSNY_019.basePlot.all,DSNY_020.basePlot.all,DSNY_021.basePlot.all,DSNY_022.basePlot.all,DSNY_023.basePlot.all,DSNY_024.basePlot.all,DSNY_025.basePlot.all,DSNY_026.basePlot.all,DSNY_027.basePlot.all,DSNY_028.basePlot.all,DSNY_029.basePlot.all,DSNY_030.basePlot.all,DSNY_031.basePlot.all,DSNY_032.basePlot.all,DSNY_033.basePlot.all,DSNY_034.basePlot.all,DSNY_035.basePlot.all,DSNY_036.basePlot.all,DSNY_037.basePlot.all,DSNY_038.basePlot.all,DSNY_039.basePlot.all,DSNY_041.basePlot.all,DSNY_042.basePlot.all,DSNY_043.basePlot.all,DSNY_044.basePlot.all,DSNY_044.basePlot.all,DSNY_045.basePlot.all,DSNY_046.basePlot.all,DSNY_047.basePlot.all,DSNY_048.basePlot.all,DSNY_049.basePlot.all,DSNY_050.basePlot.all,DSNY_051.basePlot.all,DSNY_052.basePlot.all,DSNY_053.basePlot.all,DSNY_054.basePlot.all,DSNY_055.basePlot.all,DSNY_056.basePlot.all,DSNY_057.basePlot.all,DSNY_058.basePlot.all,DSNY_059.basePlot.all,DSNY_060.basePlot.all,DSNY_061.basePlot.all,DSNY_062.basePlot.all,DSNY_063.basePlot.all,DSNY_064.basePlot.all,DSNY_065.basePlot.all,DSNY_066.basePlot.all,DSNY_067.basePlot.all,DSNY_068.basePlot.all,DSNY_069.basePlot.all,DSNY_070.basePlot.all,DSNY_073.basePlot.all,DSNY_074.basePlot.all,DSNY_001.tickPlot.tck,DSNY_002.tickPlot.tck,DSNY_004.tickPlot.tck,DSNY_005.tickPlot.tck,DSNY_006.tickPlot.tck,DSNY_008.tickPlot.tck,DSNY_014.tickPlot.tck,DSNY_021.tickPlot.tck,DSNY_001.mammalGrid.mam,DSNY_004.mammalGrid.mam,DSNY_005.mammalGrid.mam,DSNY_006.mammalGrid.mam,DSNY_010.mammalGrid.mam,DSNY_016.mammalGrid.mam,DSNY_001.birdGrid.brd,DSNY_002.birdGrid.brd,DSNY_004.birdGrid.brd,DSNY_008.birdGrid.brd,DSNY_010.birdGrid.brd,DSNY_013.birdGrid.brd,DSNY_016.birdGrid.brd,DSNY_017.birdGrid.brd,DSNY_019.birdGrid.brd,DSNY_034.birdGrid.brd,DSNY_038.birdGrid.brd,DSNY_075.mosquitoPoint.mos,DSNY_076.mosquitoPoint.mos,DSNY_077.mosquitoPoint.mos,DSNY_078.mosquitoPoint.mos,DSNY_079.mosquitoPoint.mos,DSNY_080.mosquitoPoint.mos,DSNY_081.mosquitoPoint.mos,DSNY_082.mosquitoPoint.mos,DSNY_089.mosquitoPoint.mos,DSNY_090.mosquitoPoint.mos,DSNY_071.phenology.phe,DSNY_072.phenology.phe,DSNY,SOILPL100336,SOILPL100337,SOILPL100338,SOILPL106133,SOILPL106186,MEGAPT100970,TOWER100302,HUT106054,AIRSHED",2/28/23,3/31/23,Y,actual,Date range was from USDA's Crop Progress and Condition report,DSNY.20230228.droughtPerceived,NEON.DOC.003282vD,droughtPerceived,droughtPerceived,,,,,,,,,secondary,website: https://www.nass.usda.gov/Statistics_by_State/Florida/Publications/Crop_Progress_&_Condition/index.php,0000-0001-9861-5609,,20241118T033851Z,RELEASE-2025
832,4ef09962-87ee-4214-8f80-16b0d4fd197c,D03,DSNY,DSNY,"DSNY_009.basePlot.all, DSNY_025.basePlot.all, DSNY_034.basePlot.all, DSNY_016.basePlot.all, DSNY_016.mammalGrid.mam, DSNY_037.basePlot.all, DSNY_021.basePlot.all, DSNY_021.tickPlot.tck, DSNY_075.mosquitoPoint.mos, DSNY_036.basePlot.all",3/10/23,4/9/23,Y,actual,,DSNY.20130101.grazing,NEON.DOC.003282vD,grazing,grazing,,,Bos taurus,,,100,100,count,secondary,"Approximately 50 cows graze year-round in the Stumpfield and in the Cowpen/Horse Pasture. The Stumpfield is 318 acres and includes plots DSNY_009, DSNY_025, and DSNY_034. The Cowpen/Horse Pasture is 337 acres and includes plots DSNY_016, DSNY_016M, DSNY_037, DSNY_021, DSNY_021K, DSNY_075Q, and DSNY_036.",,,20241118T185851Z,RELEASE-2025
833,937e6be4-c79d-461d-8f5a-ea363ee898ef,D03,DSNY,DSNY,DSNY_009.basePlot.all,3/11/23,4/11/23,N,estimated,Soil is bare with no plants resprouting; damage looks fresh.,DSNY.20230311.wildlifeDisturbance,NEON.DOC.003282vD,wildlifeDisturbance,wildlifeDisturbance,,,Sus scrofa,,,70,80,percent,primary,70-80% of the plot (formerly grazed grass) has been tilled up by wild hogs and the soil is disturbed and exposed. The clumps of palmettos were not disturbed.,0000-0001-5833-8133,,20241118T185851Z,RELEASE-2025
834,0b0958b2-b463-4b97-8d04-0e129f2f62ad,D03,DSNY,DSNY,"DSNY_001.basePlot.all,DSNY_002.basePlot.all,DSNY_003.basePlot.all,DSNY_004.basePlot.all,DSNY_005.basePlot.all,DSNY_006.basePlot.all,DSNY_007.basePlot.all,DSNY_008.basePlot.all,DSNY_009.basePlot.all,DSNY_010.basePlot.all,DSNY_011.basePlot.all,DSNY_012.basePlot.all,DSNY_013.basePlot.all,DSNY_014.basePlot.all,DSNY_015.basePlot.all,DSNY_016.basePlot.all,DSNY_017.basePlot.all,DSNY_018.basePlot.all,DSNY_019.basePlot.all,DSNY_020.basePlot.all,DSNY_021.basePlot.all,DSNY_022.basePlot.all,DSNY_023.basePlot.all,DSNY_024.basePlot.all,DSNY_025.basePlot.all,DSNY_026.basePlot.all,DSNY_027.basePlot.all,DSNY_028.basePlot.all,DSNY_029.basePlot.all,DSNY_030.basePlot.all,DSNY_031.basePlot.all,DSNY_032.basePlot.all,DSNY_033.basePlot.all,DSNY_034.basePlot.all,DSNY_035.basePlot.all,DSNY_036.basePlot.all,DSNY_037.basePlot.all,DSNY_038.basePlot.all,DSNY_039.basePlot.all,DSNY_041.basePlot.all,DSNY_042.basePlot.all,DSNY_043.basePlot.all,DSNY_044.basePlot.all,DSNY_044.basePlot.all,DSNY_045.basePlot.all,DSNY_046.basePlot.all,DSNY_047.basePlot.all,DSNY_048.basePlot.all,DSNY_049.basePlot.all,DSNY_050.basePlot.all,DSNY_051.basePlot.all,DSNY_052.basePlot.all,DSNY_053.basePlot.all,DSNY_054.basePlot.all,DSNY_055.basePlot.all,DSNY_056.basePlot.all,DSNY_057.basePlot.all,DSNY_058.basePlot.all,DSNY_059.basePlot.all,DSNY_060.basePlot.all,DSNY_061.basePlot.all,DSNY_062.basePlot.all,DSNY_063.basePlot.all,DSNY_064.basePlot.all,DSNY_065.basePlot.all,DSNY_066.basePlot.all,DSNY_067.basePlot.all,DSNY_068.basePlot.all,DSNY_069.basePlot.all,DSNY_070.basePlot.all,DSNY_073.basePlot.all,DSNY_074.basePlot.all,DSNY_001.tickPlot.tck,DSNY_002.tickPlot.tck,DSNY_004.tickPlot.tck,DSNY_005.tickPlot.tck,DSNY_006.tickPlot.tck,DSNY_008.tickPlot.tck,DSNY_014.tickPlot.tck,DSNY_021.tickPlot.tck,DSNY_001.mammalGrid.mam,DSNY_004.mammalGrid.mam,DSNY_005.mammalGrid.mam,DSNY_006.mammalGrid.mam,DSNY_010.mammalGrid.mam,DSNY_016.mammalGrid.mam,DSNY_001.birdGrid.brd,DSNY_002.birdGrid.brd,DSNY_004.birdGrid.brd,DSNY_008.birdGrid.brd,DSNY_010.birdGrid.brd,DSNY_013.birdGrid.brd,DSNY_016.birdGrid.brd,DSNY_017.birdGrid.brd,DSNY_019.birdGrid.brd,DSNY_034.birdGrid.brd,DSNY_038.birdGrid.brd,DSNY_075.mosquitoPoint.mos,DSNY_076.mosquitoPoint.mos,DSNY_077.mosquitoPoint.mos,DSNY_078.mosquitoPoint.mos,DSNY_079.mosquitoPoint.mos,DSNY_080.mosquitoPoint.mos,DSNY_081.mosquitoPoint.mos,DSNY_082.mosquitoPoint.mos,DSNY_089.mosquitoPoint.mos,DSNY_090.mosquitoPoint.mos,DSNY_071.phenology.phe,DSNY_072.phenology.phe,DSNY,SOILPL100336,SOILPL100337,SOILPL100338,SOILPL106133,SOILPL106186,MEGAPT100970,TOWER100302,HUT106054,AIRSHED",3/31/23,4/30/23,Y,actual,date received from USDA crop progress report,DSNY.20230228.droughtPerceived,NEON.DOC.003282vD,droughtPerceived,droughtPerceived,,,,,,,,,secondary,website: https://www.nass.usda.gov/Statistics_by_State/Florida/Publications/Crop_Progress_&_Condition/index.php,0000-0001-9861-5609,,20241118T185851Z,RELEASE-2025
