,uid,domainID,siteID,namedLocation,locationID,startDate,endDate,ongoingEvent,estimatedOrActualDate,dateRemarks,eventID,samplingProtocolVersion,eventType,methodTypeChoice,name,scientificName,otherScientificName,fireSeverity,biomassRemoval,minQuantity,maxQuantity,quantityUnit,reporterType,remarks,recordedBy,dataQF,publicationDate,release
822,6bc57cd2-6b0a-4052-a5eb-42f6b9b219b7,D03,DSNY,DSNY,"DSNY_001.basePlot.all,DSNY_002.basePlot.all,DSNY_003.basePlot.all,DSNY_004.basePlot.all,DSNY_005.basePlot.all,DSNY_006.basePlot.all,DSNY_007.basePlot.all,DSNY_008.basePlot.all,DSNY_009.basePlot.all,DSNY_010.basePlot.all,DSNY_011.basePlot.all,DSNY_012.basePlot.all,DSNY_013.basePlot.all,DSNY_014.basePlot.all,DSNY_015.basePlot.all,DSNY_016.basePlot.all,DSNY_017.basePlot.all,DSNY_018.basePlot.all,DSNY_019.basePlot.all,DSNY_020.basePlot.all,DSNY_021.basePlot.all,DSNY_022.basePlot.all,DSNY_023.basePlot.all,DSNY_024.basePlot.all,DSNY_025.basePlot.all,DSNY_026.basePlot.all,DSNY_027.basePlot.all,DSNY_028.basePlot.all,DSNY_029.basePlot.all,DSNY_030.basePlot.all,DSNY_031.basePlot.all,DSNY_032.basePlot.all,DSNY_033.basePlot.all,DSNY_034.basePlot.all,DSNY_035.basePlot.all,DSNY_036.basePlot.all,DSNY_037.basePlot.all,DSNY_038.basePlot.all,DSNY_039.basePlot.all,DSNY_041.basePlot.all,DSNY_042.basePlot.all,DSNY_043.basePlot.all,DSNY_044.basePlot.all,DSNY_044.basePlot.all,DSNY_045.basePlot.all,DSNY_046.basePlot.all,DSNY_047.basePlot.all,DSNY_048.basePlot.all,DSNY_049.basePlot.all,DSNY_050.basePlot.all,DSNY_051.basePlot.all,DSNY_052.basePlot.all,DSNY_053.basePlot.all,DSNY_054.basePlot.all,DSNY_055.basePlot.all,DSNY_056.basePlot.all,DSNY_057.basePlot.all,DSNY_058.basePlot.all,DSNY_059.basePlot.all,DSNY_060.basePlot.all,DSNY_061.basePlot.all,DSNY_062.basePlot.all,DSNY_063.basePlot.all,DSNY_064.basePlot.all,DSNY_065.basePlot.all,DSNY_066.basePlot.all,DSNY_067.basePlot.all,DSNY_068.basePlot.all,DSNY_069.basePlot.all,DSNY_070.basePlot.all,DSNY_073.basePlot.all,DSNY_074.basePlot.all,DSNY_001.tickPlot.tck,DSNY_002.tickPlot.tck,DSNY_004.tickPlot.tck,DSNY_005.tickPlot.tck,DSNY_006.tickPlot.tck,DSNY_008.tickPlot.tck,DSNY_014.tickPlot.tck,DSNY_021.tickPlot.tck,DSNY_001.mammalGrid.mam,DSNY_004.mammalGrid.mam,DSNY_005.mammalGrid.mam,DSNY_006.mammalGrid.mam,DSNY_010.mammalGrid.mam,DSNY_016.mammalGrid.mam,DSNY_001.birdGrid.brd,DSNY_002.birdGrid.brd,DSNY_004.birdGrid.brd,DSNY_008.birdGrid.brd,DSNY_010.birdGrid.brd,DSNY_013.birdGrid.brd,DSNY_016.birdGrid.brd,DSNY_017.birdGrid.brd,DSNY_019.birdGrid.brd,DSNY_034.birdGrid.brd,DSNY_038.birdGrid.brd,DSNY_075.mosquitoPoint.mos,DSNY_076.mosquitoPoint.mos,DSNY_077.mosquitoPoint.mos,DSNY_078.mosquitoPoint.mos,DSNY_079.mosquitoPoint.mos,DSNY_080.mosquitoPoint.mos,DSNY_081.mosquitoPoint.mos,DSNY_082.mosquitoPoint.mos,DSNY_089.mosquitoPoint.mos,DSNY_090.mosquitoPoint.mos,DSNY_071.phenology.phe,DSNY_072.phenology.phe,DSNY,SOILPL100336,SOILPL100337,SOILPL100338,SOILPL106133,SOILPL106186,MEGAPT100970,TOWER100302,HUT106054,AIRSHED",11/10/22,11/10/22,N,actual,,DSNY.20221110.otherNaturalDisturbance,NEON.DOC.003282vD,otherNaturalDisturbance,naturalDisturbance-hurricaneDamage,,,,,,,,,secondary,Nicole made landfall twice in Florida on November 10th south of Vero Beach and northwest of Cedar Key as a Hurricane category 1. Eye of the storm went over Disney Wilderness Preserve. Sustained winds of over 75 mph with gusts of 86 mph.,0000-0003-0743-8788,,20241118T194119Z,RELEASE-2025
845,aca0cff3-d381-4809-ba5f-445c740c91eb,D03,DSNY,DSNY,"DSNY_001.basePlot.all,DSNY_002.basePlot.all,DSNY_003.basePlot.all,DSNY_004.basePlot.all,DSNY_005.basePlot.all,DSNY_006.basePlot.all,DSNY_007.basePlot.all,DSNY_008.basePlot.all,DSNY_009.basePlot.all,DSNY_010.basePlot.all,DSNY_011.basePlot.all,DSNY_012.basePlot.all,DSNY_013.basePlot.all,DSNY_014.basePlot.all,DSNY_015.basePlot.all,DSNY_016.basePlot.all,DSNY_017.basePlot.all,DSNY_018.basePlot.all,DSNY_019.basePlot.all,DSNY_020.basePlot.all,DSNY_021.basePlot.all,DSNY_022.basePlot.all,DSNY_023.basePlot.all,DSNY_024.basePlot.all,DSNY_025.basePlot.all,DSNY_026.basePlot.all,DSNY_027.basePlot.all,DSNY_028.basePlot.all,DSNY_029.basePlot.all,DSNY_030.basePlot.all,DSNY_031.basePlot.all,DSNY_032.basePlot.all,DSNY_033.basePlot.all,DSNY_034.basePlot.all,DSNY_035.basePlot.all,DSNY_036.basePlot.all,DSNY_037.basePlot.all,DSNY_038.basePlot.all,DSNY_039.basePlot.all,DSNY_041.basePlot.all,DSNY_042.basePlot.all,DSNY_043.basePlot.all,DSNY_044.basePlot.all,DSNY_044.basePlot.all,DSNY_045.basePlot.all,DSNY_046.basePlot.all,DSNY_047.basePlot.all,DSNY_048.basePlot.all,DSNY_049.basePlot.all,DSNY_050.basePlot.all,DSNY_051.basePlot.all,DSNY_052.basePlot.all,DSNY_053.basePlot.all,DSNY_054.basePlot.all,DSNY_055.basePlot.all,DSNY_056.basePlot.all,DSNY_057.basePlot.all,DSNY_058.basePlot.all,DSNY_059.basePlot.all,DSNY_060.basePlot.all,DSNY_061.basePlot.all,DSNY_062.basePlot.all,DSNY_063.basePlot.all,DSNY_064.basePlot.all,DSNY_065.basePlot.all,DSNY_066.basePlot.all,DSNY_067.basePlot.all,DSNY_068.basePlot.all,DSNY_069.basePlot.all,DSNY_070.basePlot.all,DSNY_073.basePlot.all,DSNY_074.basePlot.all,DSNY_001.tickPlot.tck,DSNY_002.tickPlot.tck,DSNY_004.tickPlot.tck,DSNY_005.tickPlot.tck,DSNY_006.tickPlot.tck,DSNY_008.tickPlot.tck,DSNY_014.tickPlot.tck,DSNY_021.tickPlot.tck,DSNY_001.mammalGrid.mam,DSNY_004.mammalGrid.mam,DSNY_005.mammalGrid.mam,DSNY_006.mammalGrid.mam,DSNY_010.mammalGrid.mam,DSNY_016.mammalGrid.mam,DSNY_001.birdGrid.brd,DSNY_002.birdGrid.brd,DSNY_004.birdGrid.brd,DSNY_008.birdGrid.brd,DSNY_010.birdGrid.brd,DSNY_013.birdGrid.brd,DSNY_016.birdGrid.brd,DSNY_017.birdGrid.brd,DSNY_019.birdGrid.brd,DSNY_034.birdGrid.brd,DSNY_038.birdGrid.brd,DSNY_075.mosquitoPoint.mos,DSNY_076.mosquitoPoint.mos,DSNY_077.mosquitoPoint.mos,DSNY_078.mosquitoPoint.mos,DSNY_079.mosquitoPoint.mos,DSNY_080.mosquitoPoint.mos,DSNY_081.mosquitoPoint.mos,DSNY_082.mosquitoPoint.mos,DSNY_089.mosquitoPoint.mos,DSNY_090.mosquitoPoint.mos,DSNY_071.phenology.phe,DSNY_072.phenology.phe,DSNY,SOILPL100336,SOILPL100337,SOILPL100338,SOILPL106133,SOILPL106186,MEGAPT100970,TOWER100302,HUT106054,AIRSHED,CFGLOC106097,CFGLOC106098",8/29/23,8/30/23,N,actual,,DSNY.20230829.otherNaturalDisturbance,NEON.DOC.003282vD,otherNaturalDisturbance,naturalDisturbance-hurricaneDamage,,,,,,,,,secondary,"Hurricane Idalia's eye came ashore in Florida's Big Bend region near Keaton Beach, Florida at 7:45 am on August 30, 2023 with sustained peak winds of 125 mph, as a hurricane category 3. At peak, the Hurricane was a category 4 hurricane. Outer bands as the eye was still in the Gulf of Mexico hit Disney Wilderness Preserve on Tuesday, august 29, afternoon and evening. The eye and strongest gusts of wind traveled north of Disney Wilderness Preserve. Highest projected gusts in Polk and Osceola county which is where the Preserve was located was around 40 mph and 2-3 inches of rain.",0000-0003-0743-8788,,20241118T074212Z,RELEASE-2025
852,57ec4565-cd8c-4517-af13-93da17589d46,D03,FLNT,FLNT,FLNT.AOS.buoy.c0,5/28/18,5/29/18,N,,,FLNT.20180528.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,other,,,,,,,,,primary,"Subtropical Storm Alberto caused heavy rain fall, high flow, and flooding of the the Flint River starting 5/25. On 5/30 before conducting an AIS bout, we observed that the buoy had moved approximately 15 to 20 meters downstream of anchored location.",kross@BattelleEcology.org,,20241118T035026Z,RELEASE-2025
853,daaca7c2-a753-47e0-911f-d89cc5208aba,D03,FLNT,FLNT,FLNT,12/23/19,1/22/20,Y,,,FLNT.20191223.otherNaturalDisturbance,NEON.DOC.003282vC,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,1,6,other,primary,INC0034829,0000-0003-1571-3196,,20241118T031932Z,RELEASE-2025
854,ec42874d-c9eb-4797-81ba-bad0297a8540,D03,FLNT,FLNT,FLNT,1/22/20,2/21/20,Y,actual,,FLNT.20191223.otherNaturalDisturbance,NEON.DOC.003282vC,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,1,6,other,primary,INC0034829,0000-0003-1571-3196,,20241118T040831Z,RELEASE-2025
855,b28eff2f-3b28-48b9-b069-b0c70643e75a,D03,FLNT,FLNT,FLNT,2/21/20,3/22/20,Y,actual,,FLNT.20191223.otherNaturalDisturbance,NEON.DOC.003282vC,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,1,6,other,primary,INC0034829,0000-0003-1571-3196,,20241118T081508Z,RELEASE-2025
856,2453bb09-c7e3-4739-95ce-40cae1dc02f6,D03,FLNT,FLNT,FLNT,3/22/20,4/21/20,Y,actual,,FLNT.20191223.otherNaturalDisturbance,NEON.DOC.003282vC,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,1,6,other,primary,INC0034829,0000-0003-1571-3196,,20241118T193153Z,RELEASE-2025
857,1a4f772a-8ab8-4359-98bc-309dd4bdec95,D03,FLNT,FLNT,FLNT,4/21/20,5/5/20,N,,,FLNT.20191223.otherNaturalDisturbance,NEON.DOC.003282vC,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,1,6,other,primary,INC0034829,0000-0003-1571-3196,,20241118T082815Z,RELEASE-2025
865,aef3a3e6-3229-4b4c-9f97-9ed7e6e8dd2f,D07,GRSM,GRSM,"SOILPL105236, SOILPL105265, SOILPL105292, SOILPL105324, SOILPL105351, TOWER105169, HUT105130",2/21/22,3/23/22,N,estimated,"Treefall in the tower area has happened gradually up to this point over the course of many storms, high wind events, and ice events.",GRSM.20220221.otherNaturalDisturbance,NEON.DOC.003282vD,otherNaturalDisturbance,naturalDisturbance-windDamage,,,,,,,,,primary,,0000-0002-8860-3644,,20241118T193200Z,RELEASE-2025
869,30472c65-159d-4e9b-b19d-7db46e17213e,D04,GUAN,GUAN,"GUAN_001.basePlot.all,GUAN_002.basePlot.all,GUAN_003.basePlot.all,GUAN_004.basePlot.all,GUAN_005.basePlot.all,GUAN_006.basePlot.all,GUAN_007.basePlot.all,GUAN_008.basePlot.all,GUAN_009.basePlot.all,GUAN_010.basePlot.all,GUAN_011.basePlot.all,GUAN_012.basePlot.all,GUAN_013.basePlot.all,GUAN_014.basePlot.all,GUAN_015.basePlot.all,GUAN_016.basePlot.all,GUAN_017.basePlot.all,GUAN_018.basePlot.all,GUAN_019.basePlot.all,GUAN_020.basePlot.all,GUAN_021.basePlot.all,GUAN_022.basePlot.all,GUAN_023.basePlot.all,GUAN_024.basePlot.all,GUAN_042.basePlot.all,GUAN_043.basePlot.all,GUAN_044.basePlot.all,GUAN_045.basePlot.all,GUAN_046.basePlot.all,GUAN_047.basePlot.all,GUAN_048.basePlot.all,GUAN_049.basePlot.all,GUAN_050.basePlot.all,GUAN_051.basePlot.all,GUAN_052.basePlot.all,GUAN_053.basePlot.all,GUAN_054.basePlot.all,GUAN_055.basePlot.all,GUAN_056.basePlot.all,GUAN_057.basePlot.all,GUAN_058.basePlot.all,GUAN_059.basePlot.all,GUAN_060.basePlot.all,GUAN_061.basePlot.all,GUAN_001.tickPlot.tck,GUAN_002.tickPlot.tck,GUAN_004.tickPlot.tck,GUAN_006.tickPlot.tck,GUAN_031.tickPlot.tck,GUAN_064.tickPlot.tck,GUAN_065.tickPlot.tck,GUAN_066.tickPlot.tck,GUAN_002.mammalGrid.mam,GUAN_003.mammalGrid.mam,GUAN_004.mammalGrid.mam,GUAN_005.mammalGrid.mam,GUAN_007.mammalGrid.mam,GUAN_025.mammalGrid.mam,GUAN_002.birdGrid.brd,GUAN_003.birdGrid.brd,GUAN_006.birdGrid.brd,GUAN_026.birdGrid.brd,GUAN_027.birdGrid.brd,GUAN_028.birdGrid.brd,GUAN_029.birdGrid.brd,GUAN_030.birdGrid.brd,GUAN_031.birdGrid.brd,GUAN_032.mosquitoPoint.mos,GUAN_033.mosquitoPoint.mos,GUAN_034.mosquitoPoint.mos,GUAN_035.mosquitoPoint.mos,GUAN_036.mosquitoPoint.mos,GUAN_037.mosquitoPoint.mos,GUAN_038.mosquitoPoint.mos,GUAN_039.mosquitoPoint.mos,GUAN_040.mosquitoPoint.mos,GUAN_041.mosquitoPoint.mos,GUAN_062.phenology.phe,GUAN_063.phenology.phe,GUAN,SOILPL104268,SOILPL104297,SOILPL104324,SOILPL104356,SOILPL104383,MEGAPT100972,TOWER104207,HUT104164,CFGLOC104412,AIRSHED",9/19/17,9/19/17,N,actual,,GUAN.20170919.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,naturalDisturbance-hurricaneDamage,,,,,,,,,primary,Hurricane Maria,,,20241118T075800Z,RELEASE-2025
871,a69efdc1-0a79-49b5-ae0c-3890eb4c7314,D04,GUAN,GUAN,"GUAN_001.basePlot.all,GUAN_002.basePlot.all,GUAN_003.basePlot.all,GUAN_004.basePlot.all,GUAN_005.basePlot.all,GUAN_006.basePlot.all,GUAN_007.basePlot.all,GUAN_008.basePlot.all,GUAN_009.basePlot.all,GUAN_010.basePlot.all,GUAN_011.basePlot.all,GUAN_012.basePlot.all,GUAN_013.basePlot.all,GUAN_014.basePlot.all,GUAN_015.basePlot.all,GUAN_016.basePlot.all,GUAN_017.basePlot.all,GUAN_018.basePlot.all,GUAN_019.basePlot.all,GUAN_020.basePlot.all,GUAN_021.basePlot.all,GUAN_022.basePlot.all,GUAN_023.basePlot.all,GUAN_024.basePlot.all,GUAN_042.basePlot.all,GUAN_043.basePlot.all,GUAN_044.basePlot.all,GUAN_045.basePlot.all,GUAN_046.basePlot.all,GUAN_047.basePlot.all,GUAN_048.basePlot.all,GUAN_049.basePlot.all,GUAN_050.basePlot.all,GUAN_051.basePlot.all,GUAN_052.basePlot.all,GUAN_053.basePlot.all,GUAN_054.basePlot.all,GUAN_055.basePlot.all,GUAN_056.basePlot.all,GUAN_057.basePlot.all,GUAN_058.basePlot.all,GUAN_059.basePlot.all,GUAN_060.basePlot.all,GUAN_061.basePlot.all,GUAN_001.tickPlot.tck,GUAN_002.tickPlot.tck,GUAN_004.tickPlot.tck,GUAN_006.tickPlot.tck,GUAN_031.tickPlot.tck,GUAN_064.tickPlot.tck,GUAN_065.tickPlot.tck,GUAN_066.tickPlot.tck,GUAN_002.mammalGrid.mam,GUAN_003.mammalGrid.mam,GUAN_004.mammalGrid.mam,GUAN_005.mammalGrid.mam,GUAN_007.mammalGrid.mam,GUAN_025.mammalGrid.mam,GUAN_002.birdGrid.brd,GUAN_003.birdGrid.brd,GUAN_006.birdGrid.brd,GUAN_026.birdGrid.brd,GUAN_027.birdGrid.brd,GUAN_028.birdGrid.brd,GUAN_029.birdGrid.brd,GUAN_030.birdGrid.brd,GUAN_031.birdGrid.brd,GUAN_032.mosquitoPoint.mos,GUAN_033.mosquitoPoint.mos,GUAN_034.mosquitoPoint.mos,GUAN_035.mosquitoPoint.mos,GUAN_036.mosquitoPoint.mos,GUAN_037.mosquitoPoint.mos,GUAN_038.mosquitoPoint.mos,GUAN_039.mosquitoPoint.mos,GUAN_040.mosquitoPoint.mos,GUAN_041.mosquitoPoint.mos,GUAN_062.phenology.phe,GUAN_063.phenology.phe,GUAN,SOILPL104268,SOILPL104297,SOILPL104324,SOILPL104356,SOILPL104383,MEGAPT100972,TOWER104207,HUT104164,CFGLOC104412,AIRSHED",9/18/22,9/18/22,N,actual,,GUAN.20220918.otherNaturalDisturbance,NEON.DOC.003282vD,otherNaturalDisturbance,naturalDisturbance-hurricaneDamage,,,,,,,,,primary,,0000-0002-4067-8225,,20241118T043210Z,RELEASE-2025
905,e28b78b8-d577-4cfd-9b24-ddf0034eeb5b,D04,GUIL,GUIL,"GUIL.AOS.reach,GUIL.AOS.groundwater.well.006,GUIL.AOS.groundwater.well.005,GUIL.AOS.groundwater.well.004,GUIL.AOS.groundwater.well.003,GUIL.AOS.groundwater.well.002,GUIL.AOS.groundwater.well.001,GUIL.AOS.riparian.transect.10,GUIL.AOS.riparian.transect.09,GUIL.AOS.riparian.transect.08,GUIL.AOS.riparian.transect.07,GUIL.AOS.riparian.transect.06,GUIL.AOS.riparian.transect.05,GUIL.AOS.riparian.transect.04,GUIL.AOS.riparian.transect.03,GUIL.AOS.riparian.transect.02,GUIL.AOS.riparian.transect.01,GUIL.AOS.gauge,GUIL.AOS.discharge,GUIL.AOS.S2,CFGLOC101332,CFGLOC101328,CFGLOC101329,CFGLOC101330,CFGLOC101331,CFGLOC101333,SGAUGE104151,CFGLOC113843,S1LOC101319,CFGLOC113840,CFGLOC113841,CFGLOC101321,CFGLOC101322,CFGLOC101320,S2LOC101323,CFGLOC101325,CFGLOC101324,METSTN101336,CFGLOC101340,CFGLOC101339,CFGLOC101341,CFGLOC101342,CFGLOC101337,CFGLOC101338,CFGLOC101344,CFGLOC101344,CFGLOC101343",9/19/17,9/19/17,N,actual,,GUIL.201709198.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,naturalDisturbance-hurricaneDamage,,,,,,,,,primary,Hurricane Maria,,,20241118T103149Z,RELEASE-2025
943,03822c1d-5570-45dc-a37d-a7b7159f0618,D04,GUIL,GUIL,"GUIL.AOS.reach, GUIL.AOS.reaeration.station.drip, GUIL.AOS.sediment.03, GUIL.AOS.sediment.02, GUIL.AOS.sediment.01, GUIL.AOS.sediment.parent, GUIL.AOS.fish.point.08, GUIL.AOS.fish.point.07, GUIL.AOS.fish.point.06, GUIL.AOS.fish.point.05, GUIL.AOS.fish.point.04, GUIL.AOS.fish.point.03, GUIL.AOS.fish.point.02, GUIL.AOS.fish.point.01, GUIL.AOS.aquatic.plant.transect.10, GUIL.AOS.aquatic.plant.transect.09, GUIL.AOS.aquatic.plant.transect.08, GUIL.AOS.aquatic.plant.transect.07, GUIL.AOS.aquatic.plant.transect.06, GUIL.AOS.aquatic.plant.transect.05, GUIL.AOS.aquatic.plant.transect.04, GUIL.AOS.aquatic.plant.transect.03, GUIL.AOS.aquatic.plant.transect.02, GUIL.AOS.aquatic.plant.transect.01, GUIL.AOS.discharge, GUIL.AOS.S2, S1LOC101319, CFGLOC113840, CFGLOC113841, CFGLOC101321, CFGLOC101322, CFGLOC101320, S2LOC101323, CFGLOC101325, CFGLOC101324",9/11/20,10/10/20,N,estimated,The latest start date is 2020-09-12. The earliest end date is 2020-10-10.,GUIL.20200911.otherNaturalDisturbance,NEON.DOC.003282vC,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,,,,primary,"18.174374, -66.795276",0000-0002-4299-7043,,20241118T104617Z,RELEASE-2025
968,49736b4d-d92c-4b03-ae40-45ca8a18fcfc,D04,GUIL,GUIL,"GUIL.AOS.reach,GUIL.AOS.groundwater.well.006,GUIL.AOS.groundwater.well.005,GUIL.AOS.groundwater.well.004,GUIL.AOS.groundwater.well.003,GUIL.AOS.groundwater.well.002,GUIL.AOS.groundwater.well.001,GUIL.AOS.riparian.transect.10,GUIL.AOS.riparian.transect.09,GUIL.AOS.riparian.transect.08,GUIL.AOS.riparian.transect.07,GUIL.AOS.riparian.transect.06,GUIL.AOS.riparian.transect.05,GUIL.AOS.riparian.transect.04,GUIL.AOS.riparian.transect.03,GUIL.AOS.riparian.transect.02,GUIL.AOS.riparian.transect.01,GUIL.AOS.gauge,GUIL.AOS.discharge,GUIL.AOS.S2,CFGLOC101332,CFGLOC101328,CFGLOC101329,CFGLOC101330,CFGLOC101331,CFGLOC101333,SGAUGE104151,CFGLOC113843,S1LOC101319,CFGLOC113840,CFGLOC113841,CFGLOC101321,CFGLOC101322,CFGLOC101320,S2LOC101323,CFGLOC101325,CFGLOC101324,METSTN101336,CFGLOC101340,CFGLOC101339,CFGLOC101341,CFGLOC101342,CFGLOC101337,CFGLOC101338,CFGLOC101344,CFGLOC101344,CFGLOC101343",9/18/22,9/18/22,N,actual,,GUIL.20220918.otherNaturalDisturbance,NEON.DOC.003282vD,otherNaturalDisturbance,naturalDisturbance-hurricaneDamage,,,,,,,,,primary,,0000-0002-4067-8225,,20241118T054047Z,RELEASE-2025
1020,49f21afb-a181-43de-9dd5-e15f14f2260c,D01,HOPB,HOPB,"HOPB.AOS.reach, HOPB.AOS.S2",1/19/18,1/19/18,N,actual,,HOPB.20180119.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,naturalDisturbance-iceDamage,,,,,,,,,primary,Ice flows bent S1 device post about 45 degrees and caused the stream gauge to go missing. On 22 Jan field technicians removed all sensors from S1 and S2 device posts and brought them back to the lab. The missing staff gauge has not been located.,Mbara@battelleecology.org,,20241118T095502Z,RELEASE-2025
1021,fdf87076-43fe-4b93-8653-7921573e4b53,D01,HOPB,HOPB,"HOPB.AOS.reach, HOPB.AOS.S2",1/19/18,1/19/18,N,actual,,HOPB.20180119.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,,,,primary,S2 was washed down stream several meters and found frozen into a log jam. On 22 Jan field technicians removed all sensors from S1 and S2 device posts and brought them back to the lab. The missing staff gauge has not been located.,Mbara@battelleecology.org,,20241118T095502Z,RELEASE-2025
1090,526946db-be55-43d4-b05a-4fd99c596a9f,D03,JERC,JERC,"JERC_001.basePlot.all,JERC_002.basePlot.all,JERC_003.basePlot.all,JERC_004.basePlot.all,JERC_005.basePlot.all,JERC_006.basePlot.all,JERC_007.basePlot.all,JERC_008.basePlot.all,JERC_009.basePlot.all,JERC_010.basePlot.all,JERC_011.basePlot.all,JERC_012.basePlot.all,JERC_013.basePlot.all,JERC_014.basePlot.all,JERC_015.basePlot.all,JERC_016.basePlot.all,JERC_017.basePlot.all,JERC_018.basePlot.all,JERC_019.basePlot.all,JERC_020.basePlot.all,JERC_021.basePlot.all,JERC_022.basePlot.all,JERC_023.basePlot.all,JERC_024.basePlot.all,JERC_025.basePlot.all,JERC_027.basePlot.all,JERC_028.basePlot.all,JERC_029.basePlot.all,JERC_030.basePlot.all,JERC_031.basePlot.all,JERC_032.basePlot.all,JERC_033.basePlot.all,JERC_034.basePlot.all,JERC_035.basePlot.all,JERC_036.basePlot.all,JERC_038.basePlot.all,JERC_040.basePlot.all,JERC_041.basePlot.all,JERC_042.basePlot.all,JERC_044.basePlot.all,JERC_047.basePlot.all,JERC_048.basePlot.all,JERC_049.basePlot.all,JERC_050.basePlot.all,JERC_051.basePlot.all,JERC_052.basePlot.all,JERC_053.basePlot.all,JERC_054.basePlot.all,JERC_055.basePlot.all,JERC_056.basePlot.all,JERC_057.basePlot.all,JERC_058.basePlot.all,JERC_059.basePlot.all,JERC_060.basePlot.all,JERC_061.basePlot.all,JERC_062.basePlot.all,JERC_063.basePlot.all,JERC_064.basePlot.all,JERC_065.basePlot.all,JERC_066.basePlot.all,JERC_002.tickPlot.tck,JERC_004.tickPlot.tck,JERC_005.tickPlot.tck,JERC_010.tickPlot.tck,JERC_011.tickPlot.tck,JERC_034.tickPlot.tck,JERC_044.tickPlot.tck,JERC_002.mammalGrid.mam,JERC_003.mammalGrid.mam,JERC_005.mammalGrid.mam,JERC_006.mammalGrid.mam,JERC_008.mammalGrid.mam,JERC_009.mammalGrid.mam,JERC_016.mammalGrid.mam,JERC_019.mammalGrid.mam,JERC_002.birdGrid.brd,JERC_003.birdGrid.brd,JERC_005.birdGrid.brd,JERC_006.birdGrid.brd,JERC_011.birdGrid.brd,JERC_013.birdGrid.brd,JERC_028.birdGrid.brd,JERC_031.birdGrid.brd,JERC_042.birdGrid.brd,JERC_069.mosquitoPoint.mos,JERC_070.mosquitoPoint.mos,JERC_071.mosquitoPoint.mos,JERC_072.mosquitoPoint.mos,JERC_073.mosquitoPoint.mos,JERC_074.mosquitoPoint.mos,JERC_075.mosquitoPoint.mos,JERC_076.mosquitoPoint.mos,JERC_077.mosquitoPoint.mos,JERC_078.mosquitoPoint.mos,JERC_079.mosquitoPoint.mos,JERC_067.phenology.phe,JERC_068.phenology.phe,JERC,SOILPL100426,SOILPL100427,SOILPL100428,SOILPL103191,SOILPL103245,MEGAPT100975,TOWER100381,HUT106240,AIRSHED",9/9/17,9/9/17,N,actual,,JERC.20170909.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,other,Hurricane Irma,,,,,,,,primary,"Originally predicted to be a Category 4 hurricane when making landfall near Naples, this storm decreased in intensity before making landfall. It was a Category 1 hurricane when it crossed over DSNY and OSBS but it had downgraded to a tropical storm by the time it passed over this field site.",mkerstein@neoninc.org,,20241118T211154Z,RELEASE-2025
1091,a4262d76-56d4-46d4-a384-a3da779df240,D03,JERC,JERC,JERC,9/10/17,9/12/17,N,estimated,The latest start date is 2017-09-11.,JERC.20170910.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,0.1,,m,secondary,Resulting from Hurricane Irma.,kmartin@battelleecology.org,,20241118T211154Z,RELEASE-2025
