,Unnamed: 0,uid,domainID,siteID,namedLocation,locationID,startDate,endDate,ongoingEvent,estimatedOrActualDate,dateRemarks,eventID,samplingProtocolVersion,eventType,methodTypeChoice,name,scientificName,otherScientificName,fireSeverity,biomassRemoval,minQuantity,maxQuantity,quantityUnit,reporterType,remarks,recordedBy,dataQF,publicationDate,release
1131,1131,683209ee-5f6e-4ce8-8fb4-400ffb6a35c4,D03,JERC,JERC,"JERC_007.basePlot.all, JERC_011.basePlot.all",10/14/18,11/8/18,N,,,JERC.20180815.plantReduction,NEON.DOC.003282vA,plantReduction,removal-mowing,,,,,U,1.5,,m,primary,"Approximately 1. 5m wide paths for quail hunting were mowed through JERC_007, subplots 31 and 40 and JERC_011, subplots 31 and 32.",sknowlden@battelleecology.org,,20241118T174124Z,RELEASE-2025
1133,1133,bd72b3ea-3ff3-4853-9600-eb967329a6d2,D03,JERC,JERC,"JERC_002.basePlot.all, JERC_009.basePlot.all, JERC_048.basePlot.all, JERC_049.basePlot.all, JERC_052.basePlot.all, JERC_053.basePlot.all, JERC_055.basePlot.all, JERC_056.basePlot.all, JERC_058.basePlot.all, JERC_059.basePlot.all, JERC_061.basePlot.all, JERC_063.basePlot.all, JERC_066.basePlot.all, JERC_002.tickPlot.tck, JERC_002.mammalGrid.mam, JERC_002.birdGrid.brd, JERC_067.phenology.phe, AIRSHED",12/4/18,12/4/18,N,actual,,JERC.20181204.plantReduction,NEON.DOC.003282vB,plantReduction,removal-thinning,,Pinus sp.,,,Y,,,,secondary,Maybe occasional P. echinata or P. elliotii as well. Timber salvage following hurricane. Salvage timber operation following Hurricane Michael. Targeting damaged or downed trees that are still marketable.,mkerstein@neoninc.org,,20241118T012837Z,RELEASE-2025
1137,1137,f664803f-b6c9-4b6b-93da-290a48b55ac1,D03,JERC,JERC,JERC_064.basePlot.all,12/30/18,1/29/19,Y,,,JERC.20181230.plantReduction,NEON.DOC.003282vB,plantReduction,removal-thinning,,Pinus sp.,,,U,80.0,,square m,primary,Thinning longleaf pine and logging road temporarily crossing through plot,mkerstein@neoninc.org,,20241118T082436Z,RELEASE-2025
1140,1140,7d192611-f33c-4fd0-9b2f-340d6d8a29d8,D03,JERC,JERC,JERC_064.basePlot.all,1/29/19,2/28/19,Y,actual,,JERC.20181230.plantReduction,NEON.DOC.003282vB,plantReduction,removal-thinning,,Pinus sp.,,,U,80.0,,square m,primary,Thinning longleaf pine and logging road temporarily crossing through plot,mkerstein@neoninc.org,,20241118T004800Z,RELEASE-2025
1141,1141,adc37dda-266b-4397-88ff-139859da7618,D03,JERC,JERC,JERC_064.basePlot.all,2/28/19,3/2/19,N,,,JERC.20181230.plantReduction,NEON.DOC.003282vB,plantReduction,removal-thinning,,Pinus sp.,,,U,80.0,,square m,primary,Thinning longleaf pine and logging road temporarily crossing through plot,mkerstein@neoninc.org,,20241118T183220Z,RELEASE-2025
1146,1146,c49828e4-4d79-4f30-a118-e4312fe132ed,D03,JERC,JERC,JERC_069.mosquitoPoint.mos,4/7/19,4/7/19,N,actual,,JERC.20190407.plantReduction,NEON.DOC.003282vB,plantReduction,removal-thinning,,,,,Y,50.0,,square m,primary,Land clearing activities.,mkerstein@neoninc.org,,20241118T203909Z,RELEASE-2025
1150,1150,48972ea7-b27d-46e9-b058-acd237be1b73,D03,JERC,JERC,"JERC_003.mammalGrid.mam, JERC_019.mammalGrid.mam",4/8/19,4/24/19,N,,,JERC.20190408.plantReduction,NEON.DOC.003282vB,plantReduction,removal-pruning,,,,,N,,,,primary,"Branches and logs cut but not displaced from plot. Cutting of downed trees, pruning and clearing of trails post-hurricane to be able to walk lines of grid. Trails were cut to enable sampling at plot.",mkerstein@neoninc.org,,20241118T203909Z,RELEASE-2025
1154,1154,26b25007-14ca-4d91-b10b-45f032f0243d,D03,JERC,JERC,JERC_074.mosquitoPoint.mos,5/6/19,5/6/19,N,actual,,JERC.20190506.plantReduction,NEON.DOC.003282vB,plantReduction,removal-thinning,,Pinus sp.,,,Y,10.0,,square m,primary,Slash pine removed. oaks Quercus spp. knocked down and piled up in slash pile around mosquito point. Trees pushed over out of the way of logging and pines thinned.,mkerstein@neoninc.org,,20241118T055806Z,RELEASE-2025
1158,1158,0cffbfa6-813d-4760-a1e6-5872afef0280,D03,JERC,JERC,"JERC_001.basePlot.all,JERC_002.basePlot.all,JERC_003.basePlot.all,JERC_004.basePlot.all,JERC_005.basePlot.all,JERC_006.basePlot.all,JERC_007.basePlot.all,JERC_008.basePlot.all,JERC_009.basePlot.all,JERC_010.basePlot.all,JERC_011.basePlot.all,JERC_012.basePlot.all,JERC_013.basePlot.all,JERC_014.basePlot.all,JERC_015.basePlot.all,JERC_016.basePlot.all,JERC_017.basePlot.all,JERC_018.basePlot.all,JERC_019.basePlot.all,JERC_020.basePlot.all,JERC_021.basePlot.all,JERC_022.basePlot.all,JERC_023.basePlot.all,JERC_024.basePlot.all,JERC_025.basePlot.all,JERC_027.basePlot.all,JERC_028.basePlot.all,JERC_029.basePlot.all,JERC_030.basePlot.all,JERC_031.basePlot.all,JERC_032.basePlot.all,JERC_033.basePlot.all,JERC_034.basePlot.all,JERC_035.basePlot.all,JERC_036.basePlot.all,JERC_038.basePlot.all,JERC_040.basePlot.all,JERC_041.basePlot.all,JERC_042.basePlot.all,JERC_044.basePlot.all,JERC_047.basePlot.all,JERC_048.basePlot.all,JERC_049.basePlot.all,JERC_050.basePlot.all,JERC_051.basePlot.all,JERC_052.basePlot.all,JERC_053.basePlot.all,JERC_054.basePlot.all,JERC_055.basePlot.all,JERC_056.basePlot.all,JERC_057.basePlot.all,JERC_058.basePlot.all,JERC_059.basePlot.all,JERC_060.basePlot.all,JERC_061.basePlot.all,JERC_062.basePlot.all,JERC_063.basePlot.all,JERC_064.basePlot.all,JERC_065.basePlot.all,JERC_066.basePlot.all,JERC_002.tickPlot.tck,JERC_004.tickPlot.tck,JERC_005.tickPlot.tck,JERC_010.tickPlot.tck,JERC_011.tickPlot.tck,JERC_034.tickPlot.tck,JERC_044.tickPlot.tck,JERC_002.mammalGrid.mam,JERC_003.mammalGrid.mam,JERC_005.mammalGrid.mam,JERC_006.mammalGrid.mam,JERC_008.mammalGrid.mam,JERC_009.mammalGrid.mam,JERC_016.mammalGrid.mam,JERC_019.mammalGrid.mam,JERC_002.birdGrid.brd,JERC_003.birdGrid.brd,JERC_005.birdGrid.brd,JERC_006.birdGrid.brd,JERC_011.birdGrid.brd,JERC_013.birdGrid.brd,JERC_028.birdGrid.brd,JERC_031.birdGrid.brd,JERC_042.birdGrid.brd,JERC_069.mosquitoPoint.mos,JERC_070.mosquitoPoint.mos,JERC_071.mosquitoPoint.mos,JERC_072.mosquitoPoint.mos,JERC_073.mosquitoPoint.mos,JERC_074.mosquitoPoint.mos,JERC_075.mosquitoPoint.mos,JERC_076.mosquitoPoint.mos,JERC_077.mosquitoPoint.mos,JERC_078.mosquitoPoint.mos,JERC_079.mosquitoPoint.mos,JERC_067.phenology.phe,JERC_068.phenology.phe,JERC,SOILPL100426,SOILPL100427,SOILPL100428,SOILPL103191,SOILPL103245,MEGAPT100975,TOWER100381,HUT106240,AIRSHED",6/2/19,6/2/19,N,actual,,JERC.20190602.plantReduction,NEON.DOC.003282vB,plantReduction,removal-mowing,,,,,Y,100.0,,square m,primary,Grass clippings mostly repain. Road mowed through plot.,mkerstein@neoninc.org,,20241118T055150Z,RELEASE-2025
1215,1215,bad08d92-5f4e-45af-8ba4-f7ddf320dc86,D03,JERC,JERC,JERC_004.basePlot.all,8/15/20,9/13/20,N,actual,,JERC.20200815.plantReduction,NEON.DOC.003282vC,plantReduction,removal-cropHarvest,,Unknown plant,,,75%,,,,primary,Plot harvested and tilled,0000-0001-5833-8133,,20241118T021136Z,RELEASE-2025
1216,1216,2f3d079a-815c-436f-9c46-e4c76214a8a7,D03,JERC,JERC,JERC_004.tickPlot.tck,8/15/20,9/13/20,N,actual,,JERC.20200815.plantReduction,NEON.DOC.003282vC,plantReduction,removal-cropHarvest,,Unknown plant,,,50%,,,,primary,Plot harvested and tilled.,0000-0001-5833-8133,,20241118T021136Z,RELEASE-2025
1217,1217,b129064d-47a0-4493-8efc-f949efac794b,D03,JERC,JERC,JERC_012.basePlot.all,10/1/20,10/1/20,N,estimated,Harvest occurred sometime between June and now. Previous harvest dates were around August-September,JERC.20201001.plantReduction,NEON.DOC.003282vC,plantReduction,removal-cropHarvest,,Plantae sp.,,,75%,,,,primary,Unknown crop was harvested between sampling events.,0000-0002-9814-2044,,20241118T190203Z,RELEASE-2025
1218,1218,661760f8-4c98-4b69-b94e-e630155809f0,D03,JERC,JERC,JERC_073.mosquitoPoint.mos,9/21/20,10/6/20,N,actual,,JERC.20200921.plantReduction,NEON.DOC.003282vC,plantReduction,removal-mowing,,Unknown plant,,,50%,,,,primary,Roller chopped path for quail hunt adjacent to mosquito point. Small oaks and other plants mowed.,0000-0001-5833-8133,,20241118T190203Z,RELEASE-2025
1219,1219,6c96d3e8-4f60-4a69-b0bc-9066c1f8cd32,D03,JERC,JERC,JERC_014.basePlot.all,9/14/20,10/13/20,N,estimated,The latest start date is 2020-10-01.,JERC.20200914.plantReduction,NEON.DOC.003282vC,plantReduction,removal-cropHarvest,,Unknown plant,,,100%,,,,primary,"Protocol affected HBP. Field was tilled, bare dirt",0000-0002-9814-2044,,20241118T190203Z,RELEASE-2025
1220,1220,afe4c1d4-c762-47ea-b4ea-860e32e7c14d,D03,JERC,JERC,JERC_070.mosquitoPoint.mos,9/21/20,10/13/20,N,actual,,JERC.20200921.plantReduction,NEON.DOC.003282vC,plantReduction,removal-mowing,,Unknown plant,,,25%,,,,primary,Quail hunting path roller chopped within 2m of mosquito hook.,0000-0001-5833-8133,,20241118T190203Z,RELEASE-2025
1221,1221,3e57ec5f-11bf-433f-8c7a-7ddbf8e81874,D03,JERC,JERC,JERC_035.basePlot.all,10/13/20,10/20/20,N,estimated,The latest start date is 2020-10-20. The earliest end date is 2020-10-13.,JERC.20201013.plantReduction,NEON.DOC.003282vC,plantReduction,removal-mowing,,Plantae sp.,,,50%,,,,primary,Plot roller chopped with large tractor. 1/3 of plot impacted. All plants chopped.,0000-0002-9814-2044,,20241118T190203Z,RELEASE-2025
1222,1222,6ead42c8-3b9f-4342-aefe-af60df3b89db,D03,JERC,JERC,JERC_006.basePlot.all,10/1/20,10/30/20,N,actual,,JERC.20201001.plantReduction,NEON.DOC.003282vC,plantReduction,removal-mowing,,Unknown plant,,,75%,,,,primary,Roller chopped for quail management,0000-0001-8642-686X,,20241118T190203Z,RELEASE-2025
1225,1225,febbd210-929a-417b-9812-c345e042d364,D03,JERC,JERC,JERC_018.basePlot.all,11/1/20,11/30/20,N,actual,,JERC.20201101.plantReduction,NEON.DOC.003282vC,plantReduction,removal-mowing,,Asteraceae spp.,,,25%,,,,primary,Bushhogged sight lines for quail hunting.,0000-0002-9814-2044,,20241118T190541Z,RELEASE-2025
1256,1256,1036ea7a-ea6d-469e-872e-5812571f387b,D03,JERC,JERC,JERC_012.basePlot.all,8/23/21,8/26/21,N,estimated,Sometime between those days harvested,JERC.20210823.plantReduction,NEON.DOC.003282vD,plantReduction,removal-cropHarvest,,Sorghum bicolor (L.) Moench,,,50%,,,,primary,,0000-0002-4985-4248,,20241118T021332Z,RELEASE-2025
1259,1259,63627650-6dcc-438f-b3a4-1956d63a7932,D03,JERC,JERC,"JERC_004.basePlot.all, JERC_012.basePlot.all, JERC_014.basePlot.all, JERC_018.basePlot.all, JERC_020.basePlot.all, JERC_073.mosquitoPoint.mos, JERC_076.mosquitoPoint.mos, JERC_078.mosquitoPoint.mos, JERC_011.basePlot.all",10/1/21,10/26/21,N,estimated,Within one week to one month ago.,JERC.20211001.plantReduction,NEON.DOC.003282vD,plantReduction,removal-mowing,,Plantae sp.,,,0%,,,,primary,Bushhogged in prep for quail hunt. About 10% of JERC_011 has been brushhogged.,0000-0002-9199-3997,,20241118T090306Z,RELEASE-2025
1260,1260,0fb1f168-cef6-4775-84c9-8c9f83546b2d,D03,JERC,JERC,"JERC_007.basePlot.all, JERC_011.tickPlot.tck, JERC_081.tickPlot.tck",10/1/21,10/28/21,N,estimated,"Event occurred prior to quail hunting season, likely in October.",JERC.20211001.plantReduction,NEON.DOC.003282vD,plantReduction,removal-mowing,,Plantae sp.,,,25%,,,,primary,Plot bush hogged for quail hunt. Understory species were mulched in strips in plot.,0000-0002-9814-2044,,20241118T090306Z,RELEASE-2025
1265,1265,72a91f37-f5ff-4da5-99eb-ec85e59ac44d,D03,JERC,JERC,JERC_001.basePlot.all,11/1/21,12/1/21,N,estimated,Sometime prior to quail hunt,JERC.20211101.plantReduction,NEON.DOC.003282vD,plantReduction,removal-mowing,,Prunus sp.,,,25%,,,,primary,"Various plants, shrubs and sapling bushhogged for quail hunting",0000-0002-9814-2044,,20241118T032156Z,RELEASE-2025
1274,1274,7bc5ccaa-6583-401c-bbaa-694a49699007,D03,JERC,JERC,JERC_072.mosquitoPoint.mos,2/7/22,2/7/22,N,estimated,Not sure of the exact date but it looked recent,JERC.20220207.plantReduction,NEON.DOC.003282vD,plantReduction,removal-thinning,,Pinus palustris Mill.,,,25%,,,,secondary,Longleaf pine cut and fell over about 5 meters from mosquito hook.,0000-0001-9827-4562,,20241118T072429Z,RELEASE-2025
1276,1276,1f4f63cc-c756-46f5-96e2-53c19a645d14,D03,JERC,JERC,"SOILPL100426, SOILPL100427, SOILPL100428, SOILPL103191, SOILPL103245, TOWER100381, HUT106240",2/14/22,2/15/22,N,actual,,JERC.20220214.plantReduction,NEON.DOC.003282vD,plantReduction,removal-mowing,,Poaceae spp.,,,25%,,,,primary,"String trimmer used to create fire break around soil plots, then trimmings raked and dispersed randomly outside the soil plot",0000-0001-5871-8742,,20241118T072429Z,RELEASE-2025
1278,1278,c71cbddd-2f10-4381-a959-74d16746aa4b,D03,JERC,JERC,"JERC_061.basePlot.all, JERC_067.phenology.phe",2/21/22,3/8/22,N,estimated,Felling occurred sometime between biweekly phenology bouts,JERC.20220221.plantReduction,NEON.DOC.003282vD,plantReduction,removal-thinning,,Pinus palustris Mill.,,,0%,,,,primary,Several dead pines were cut down in the phenology loop and surrounding plots and left in place. Disturbance to soil and vegetation by logging equipment was evident.,0000-0001-5833-8133,,20241118T181519Z,RELEASE-2025
1300,1300,b5ca9588-2ecc-41bf-b6f0-5baf6bb726ce,D03,JERC,JERC,"SOILPL100426, SOILPL100427, SOILPL100428, SOILPL103191, SOILPL103245",5/10/22,5/10/22,N,actual,,JERC.20220510.plantReduction,NEON.DOC.003282vD,plantReduction,removal-thinning,,Sassafras albidum (Nutt.) Nees,,,25%,,,,primary,"woody stems immediately around sensors and sensor housings removed prior to burn within soil plots to better protect sensors and sensor housings from fire. Most common species removed were DIVI5, Quercus spp., VAAR, SAAL5, TOPU, Crataegus spp., and Sideroxylon sp.",0000-0001-5871-8742,,20241118T074341Z,RELEASE-2025
1306,1306,310204a6-5634-4f70-b74f-d841a38aa95f,D03,JERC,JERC,TOWER100381,8/2/22,8/2/22,N,actual,,JERC.20220802.plantReduction,NEON.DOC.003282vD,plantReduction,removal-pruning,,Unknown plant,,,25%,,,,primary,Also removed plants around ML1,0000-0001-8642-686X,,20241118T161835Z,RELEASE-2025
1313,1313,697b1d28-9c59-47da-904c-75b86a9ba8f7,D03,JERC,JERC,JERC_018.basePlot.all,8/30/22,8/30/22,N,actual,,JERC.20220830.plantReduction,NEON.DOC.003282vD,plantReduction,removal-cropHarvest,,Sorghum bicolor (L.) Moench ssp. bicolor,,,50%,,,,primary,Exact size not known. Maybe 30 percent of the plot,0000-0002-9814-2044,,20241118T161835Z,RELEASE-2025
1322,1322,cf607898-3a09-4efc-9084-9c03bfd88af3,D03,JERC,JERC,JERC_012.basePlot.all,11/1/22,11/1/22,N,estimated,Sometime between Nov. 1 and Dec. 1 disturbance occurred.,JERC.20221101.plantReduction,NEON.DOC.003282vD,plantReduction,removal-mowing,,Rubus sp.,,,0%,,,,primary,Bushhogging occurred. Strips were mowed into the hedgerows on the south side of the plot. Biomass was left in place.,0000-0002-9814-2044,,20241118T031132Z,RELEASE-2025
1324,1324,17aec5d4-cc85-4e00-8bb3-b351fcbbd6f2,D03,JERC,JERC,JERC_067.phenology.phe,11/2/22,11/2/22,N,estimated,Sometime before October 28 and November 2,JERC.20221102.plantReduction,NEON.DOC.003282vD,plantReduction,removal-cropHarvest,,Poaceae spp.,,,50%,,,,primary,Wildlife food plot harvested or tilled under. Soil appears disturbed. No signs of planting. 3 fields in the phenology loop had this treatment. 200m of transect disturbed.,0000-0003-2904-2960,,20241118T031132Z,RELEASE-2025
1330,1330,6b4dbe49-6d71-4742-9910-0cbb8b47006b,D03,JERC,JERC,"JERC_006.basePlot.all, JERC_006.mammalGrid.mam",12/7/22,12/7/22,N,estimated,Sometime in the last month.,JERC.20221207.plantReduction,NEON.DOC.003282vD,plantReduction,removal-mowing,,Fagaceae sp.,,,0%,,,,primary,"Area bushhogged. Many woody and no woods plants mowed down or chopped up. Many tagged Quercus cut off or crushed. For mam grid, 80 percent of flags removed",0000-0002-9814-2044,,20241118T175445Z,RELEASE-2025
1331,1331,67cedc84-738a-412b-a22d-72cc471511b8,D03,JERC,JERC,JERC_004.tickPlot.tck,12/7/22,12/7/22,N,estimated,Sometime in the last month,JERC.20221207.plantReduction,NEON.DOC.003282vD,plantReduction,removal-mowing,,Asteraceae spp.,,,0%,,,,primary,Bushhogged about one eighth of the plot that is in hedgerow. Variety of different plants mowed down.,0000-0002-9814-2044,,20241118T175445Z,RELEASE-2025
1334,1334,c0121f82-7056-4c25-bde2-91f9836e4d90,D03,JERC,JERC,"JERC_070.mosquitoPoint.mos, JERC_073.mosquitoPoint.mos, JERC_076.mosquitoPoint.mos, JERC_078.mosquitoPoint.mos",12/12/22,12/12/22,N,estimated,Sometime between mosquito bouts,JERC.20221212.plantReduction,NEON.DOC.003282vD,plantReduction,removal-mowing,,Quercus spp.,,,0%,,,,primary,Bushhogging of mainly woody species. No material removed from plot just mulched. JERC_076 mowed down 2 strips through the center about 2.5 m wide. JERC_073 also 2 strips about the same size mowed making a cross near the plot marker. JERC_077 had only one pass of the tractor through it.,0000-0002-9814-2044,,20241118T175445Z,RELEASE-2025
1335,1335,0b01559c-63b7-4c73-b671-c966b5721742,D03,JERC,JERC,"TOWER100381, HUT106240",1/3/23,1/3/23,N,actual,,JERC.20230103.plantReduction,NEON.DOC.003282vD,plantReduction,removal-mowing,,Poaceae spp.,,,0%,,,,secondary,Weedwacking for fire prep along tower pathway. Clipping remained in location but used leaf blowers to remove biomass from the paths.,0000-0002-9814-2044,,20241118T123045Z,RELEASE-2025
1342,1342,03ca4cfb-647d-4e0f-9097-fa3f10fc31c7,D03,JERC,JERC,JERC_051.basePlot.all,3/13/23,3/22/23,N,estimated,Sometime in the last week or two.,JERC.20230313.plantReduction,NEON.DOC.003282vD,plantReduction,removal-mowing,,Quercus sp.,,,0%,,,,primary,Small trees and saplings mulched.,0000-0002-9814-2044,,20241118T155325Z,RELEASE-2025
1343,1343,165af139-598c-4a23-8804-ea79e9fe1b57,D03,JERC,JERC,JERC,3/28/23,3/28/23,N,estimated,Unknown within the last month and maybe earlier,JERC.20230328.plantReduction,NEON.DOC.003282vD,plantReduction,removal-mowing,,Quercus spp.,,,100%,,,,secondary,Many woody species mowed over,0000-0001-9861-5609,,20241118T155325Z,RELEASE-2025
1350,1350,a709fcb4-4322-45d7-82e3-349f5fe95e8d,D03,JERC,JERC,"JERC_047.basePlot.all, JERC_050.basePlot.all, JERC_062.basePlot.all, SOILPL100426, SOILPL100427, SOILPL100428, SOILPL103191, SOILPL103245, TOWER100381, HUT106240, AIRSHED",6/1/23,6/1/23,N,actual,,JERC.20230601.plantReduction,NEON.DOC.003282vD,plantReduction,removal-clearCut,,Quercus falcata Michx.,,,50%,,,,primary,Hardwood removal by site staff in restoration efforts using a feller buncher and tractor. Trees are collected in slash pile and left in unit to be burned.,0000-0001-8642-686X,,20241118T123910Z,RELEASE-2025
1351,1351,8666f0ff-f28c-4daa-800f-466d8616c9c0,D03,JERC,JERC,"SOILPL100426, SOILPL100427, SOILPL100428, SOILPL103191, SOILPL103245, TOWER100381, HUT106240",6/5/23,6/8/23,N,actual,,JERC.20230605.plantReduction,NEON.DOC.003282vD,plantReduction,removal-mowing,,Aristida beyrichiana Trin. & Rupr.,,,100%,,,,primary,Removal of fuels around sensors and infrastructure for impending prescribed burn.,0000-0001-8642-686X,,20241118T123910Z,RELEASE-2025
1352,1352,f3372fbb-78b9-4adc-b349-97956819be33,D03,JERC,JERC,JERC_080.phenology.phe,6/5/23,6/27/23,N,estimated,"We observed them working on the date listed, but they may started before",JERC.20230605.plantReduction,NEON.DOC.003282vD,plantReduction,removal-thinning,,Quercus spp.,,,50%,,,,primary,Site managers are removing hardwood trees for ecosystem restoration. Some of our Phenology species are hardwood trees but site managers left them. Logging equipment impact soils throughout the area. The majority of tree species targeted were Quercus falcata and Q. margaretta. Other tree species were cut or run over by equipment if they were close to the hardwood trees.,0000-0003-2904-2960,,20241118T123910Z,RELEASE-2025
1354,1354,f62a6a49-aaee-4c93-89e8-44eff4cefecd,D03,JERC,JERC,"SOILPL100426, SOILPL100427, SOILPL100428, TOWER100381",7/4/23,7/4/23,N,actual,,JERC.20230704.plantReduction,NEON.DOC.003282vD,plantReduction,removal-mowing,,Unknown plant,,,100%,,,,primary,Mowed and raked around more infrastructure (QPAR and ML1) for prescribed burn preparation,0000-0001-8642-686X,,20241118T025920Z,RELEASE-2025
1358,1358,6da6c533-ee1f-445f-bbfb-147d33840b69,D03,JERC,JERC,JERC_004.basePlot.all,8/21/23,8/21/23,N,estimated,Time was between July 31 to August 21 based on the last time the plot was visited,JERC.20230821.plantReduction,NEON.DOC.003282vD,plantReduction,removal-cropHarvest,,Sorghum bicolor (L.) Moench,,,75%,,,,primary,,0000-0001-9861-5609,,20241118T124331Z,RELEASE-2025
1365,1365,dee389a9-b65d-4c3d-a10c-a16a3a6480dc,D03,JERC,JERC,"JERC_001.basePlot.all, JERC_004.basePlot.all, JERC_006.basePlot.all, JERC_066.basePlot.all",11/1/23,11/1/23,N,estimated,Sometime within the last week or so,JERC.20231101.plantReduction,NEON.DOC.003282vD,plantReduction,removal-mowing,,Quercus sp.,,,25%,,,,primary,Parts of plot bushhogged by land managers. All small woody and herbaceous plants in strips.,0000-0002-9814-2044,,20241118T105319Z,RELEASE-2025
1368,1368,737dd234-ef6f-4650-af03-13b30b8b3a8a,D03,JERC,JERC,"JERC_051.basePlot.all, JERC_073.mosquitoPoint.mos, JERC_078.mosquitoPoint.mos",12/11/23,12/12/23,N,estimated,We visited these plots on these days and noticed the bush hogging,JERC.20231211.plantReduction,NEON.DOC.003282vD,plantReduction,removal-mowing,,Unknown plant,,,25%,,,,primary,We noticed fresh bush hogging when we visited these plots. Jones Center staff was actively bush hogging,0000-0003-0743-8788,,20241118T134317Z,RELEASE-2025
1412,1412,fde47f77-2935-4657-8cbf-4d00df4706d1,D06,KONA,KONA,KONA,4/19/17,5/19/17,Y,,,KONA.20170419.plantReduction,NEON.DOC.003282vA,plantReduction,other,,,,,U,,,,primary,"Site Host ag practices and NEON TIS ag replication events at KO from summer of 2017 through spring of 2018 are listed below. Subsequent events will be recorded separately as they occur. Week of 19 Jun 2017 approx- Site hosts harvested the wheat that was growing in the field. 7 to 14 July 2017: NEON TIS harvested the wheat around NEON infrastructure. 18 Jul 2017: Site hosts harvested additional wheat in areas between the soil plots. 1 Aug 2017: Site hosts disked the field. 15 Aug: Site hosts sprayed the field with mix of Roundup and Base Camp 2,4-D Amine. 20 Sep 2017: Site hosts disked the field. 22 Sep 2017: NEON TIS sprayed the field with same mix of chemicals. 24 Oct 2017: NEON TIS roto-tilled the field on 24 Oct 2017. 29 Nov 2017: Site hosts sprayed the field with Buccaneer Plus (glyphosate) and BaseCamp LV6 (2,4-D). NEON TIS did not spray between the plots, tower, and hut due to time and resource constraints. 10 Apr 2018: Site hosts sprayed fertilizer. NEON TIS did not apply additional fertilizer due to probable good coverage around and between the infrastructure. 4 April 2018: Site hosts tilled the field. 5 April 2018: NEON TIS roto-tilled the areas between and around the soil plots and infrastructure. 18-19 Apr 2018: Site hosts planted corn. 23 April 2018: NEON TIS planted corn manually in the areas that could not be planted by the site hosts.",jflavin@battelleecology.org,,20241118T053001Z,RELEASE-2025
1413,1413,611e2535-fcbc-4d90-9f8a-ddb186f71a13,D06,KONA,KONA,KONA,5/19/17,6/18/17,Y,actual,,KONA.20170419.plantReduction,NEON.DOC.003282vA,plantReduction,other,,,,,U,,,,primary,"Site Host ag practices and NEON TIS ag replication events at KO from summer of 2017 through spring of 2018 are listed below. Subsequent events will be recorded separately as they occur. Week of 19 Jun 2017 approx- Site hosts harvested the wheat that was growing in the field. 7 to 14 July 2017: NEON TIS harvested the wheat around NEON infrastructure. 18 Jul 2017: Site hosts harvested additional wheat in areas between the soil plots. 1 Aug 2017: Site hosts disked the field. 15 Aug: Site hosts sprayed the field with mix of Roundup and Base Camp 2,4-D Amine. 20 Sep 2017: Site hosts disked the field. 22 Sep 2017: NEON TIS sprayed the field with same mix of chemicals. 24 Oct 2017: NEON TIS roto-tilled the field on 24 Oct 2017. 29 Nov 2017: Site hosts sprayed the field with Buccaneer Plus (glyphosate) and BaseCamp LV6 (2,4-D). NEON TIS did not spray between the plots, tower, and hut due to time and resource constraints. 10 Apr 2018: Site hosts sprayed fertilizer. NEON TIS did not apply additional fertilizer due to probable good coverage around and between the infrastructure. 4 April 2018: Site hosts tilled the field. 5 April 2018: NEON TIS roto-tilled the areas between and around the soil plots and infrastructure. 18-19 Apr 2018: Site hosts planted corn. 23 April 2018: NEON TIS planted corn manually in the areas that could not be planted by the site hosts.",jflavin@battelleecology.org,,20241118T061733Z,RELEASE-2025
1414,1414,315dc19f-deb9-4438-815f-3bdcab0effab,D06,KONA,KONA,KONA,6/18/17,7/18/17,Y,actual,,KONA.20170419.plantReduction,NEON.DOC.003282vA,plantReduction,other,,,,,U,,,,primary,"Site Host ag practices and NEON TIS ag replication events at KO from summer of 2017 through spring of 2018 are listed below. Subsequent events will be recorded separately as they occur. Week of 19 Jun 2017 approx- Site hosts harvested the wheat that was growing in the field. 7 to 14 July 2017: NEON TIS harvested the wheat around NEON infrastructure. 18 Jul 2017: Site hosts harvested additional wheat in areas between the soil plots. 1 Aug 2017: Site hosts disked the field. 15 Aug: Site hosts sprayed the field with mix of Roundup and Base Camp 2,4-D Amine. 20 Sep 2017: Site hosts disked the field. 22 Sep 2017: NEON TIS sprayed the field with same mix of chemicals. 24 Oct 2017: NEON TIS roto-tilled the field on 24 Oct 2017. 29 Nov 2017: Site hosts sprayed the field with Buccaneer Plus (glyphosate) and BaseCamp LV6 (2,4-D). NEON TIS did not spray between the plots, tower, and hut due to time and resource constraints. 10 Apr 2018: Site hosts sprayed fertilizer. NEON TIS did not apply additional fertilizer due to probable good coverage around and between the infrastructure. 4 April 2018: Site hosts tilled the field. 5 April 2018: NEON TIS roto-tilled the areas between and around the soil plots and infrastructure. 18-19 Apr 2018: Site hosts planted corn. 23 April 2018: NEON TIS planted corn manually in the areas that could not be planted by the site hosts.",jflavin@battelleecology.org,,20241118T063907Z,RELEASE-2025
