,Unnamed: 0,uid,domainID,siteID,namedLocation,locationID,startDate,endDate,ongoingEvent,estimatedOrActualDate,dateRemarks,eventID,samplingProtocolVersion,eventType,methodTypeChoice,name,scientificName,otherScientificName,fireSeverity,biomassRemoval,minQuantity,maxQuantity,quantityUnit,reporterType,remarks,recordedBy,dataQF,publicationDate,release
889,889,02a98853-939f-4c39-b0a8-5aedf34388f6,D04,GUIL,GUIL,"GUIL.AOS.reach, GUIL.AOS.groundwater.well.006, GUIL.AOS.groundwater.well.005, GUIL.AOS.groundwater.well.004, GUIL.AOS.groundwater.well.003, GUIL.AOS.groundwater.well.002, GUIL.AOS.groundwater.well.001, GUIL.AOS.riparian.transect.10, GUIL.AOS.riparian.transect.09, GUIL.AOS.riparian.transect.08, GUIL.AOS.riparian.transect.07, GUIL.AOS.riparian.transect.06, GUIL.AOS.riparian.transect.05, GUIL.AOS.riparian.transect.04, GUIL.AOS.riparian.transect.03, GUIL.AOS.riparian.transect.02, GUIL.AOS.riparian.transect.01, GUIL.AOS.gauge, GUIL.AOS.discharge, GUIL.AOS.S2, CFGLOC101332, CFGLOC101328, CFGLOC101329, CFGLOC101330, CFGLOC101331, CFGLOC101333, SGAUGE104151, CFGLOC113843, S1LOC101319, CFGLOC113840, CFGLOC113841, CFGLOC101321, CFGLOC101322, CFGLOC101320, S2LOC101323, CFGLOC101325, CFGLOC101324, METSTN101336, CFGLOC101340, CFGLOC101339, CFGLOC101341, CFGLOC101342, CFGLOC101337, CFGLOC101338, CFGLOC101344, CFGLOC101344, CFGLOC101343",5/25/16,6/24/16,Y,actual,,GUIL.20150101.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,other,,,,,,,,,secondary,There are daily community groundwater withdrawals that impact NEON surface and groundwater table elevation. Quantities are unknown.,,,20241118T160615Z,RELEASE-2025
890,890,44dfbcda-e943-4028-af78-94dde464f82d,D04,GUIL,GUIL,"GUIL.AOS.reach, GUIL.AOS.groundwater.well.006, GUIL.AOS.groundwater.well.005, GUIL.AOS.groundwater.well.004, GUIL.AOS.groundwater.well.003, GUIL.AOS.groundwater.well.002, GUIL.AOS.groundwater.well.001, GUIL.AOS.riparian.transect.10, GUIL.AOS.riparian.transect.09, GUIL.AOS.riparian.transect.08, GUIL.AOS.riparian.transect.07, GUIL.AOS.riparian.transect.06, GUIL.AOS.riparian.transect.05, GUIL.AOS.riparian.transect.04, GUIL.AOS.riparian.transect.03, GUIL.AOS.riparian.transect.02, GUIL.AOS.riparian.transect.01, GUIL.AOS.gauge, GUIL.AOS.discharge, GUIL.AOS.S2, CFGLOC101332, CFGLOC101328, CFGLOC101329, CFGLOC101330, CFGLOC101331, CFGLOC101333, SGAUGE104151, CFGLOC113843, S1LOC101319, CFGLOC113840, CFGLOC113841, CFGLOC101321, CFGLOC101322, CFGLOC101320, S2LOC101323, CFGLOC101325, CFGLOC101324, METSTN101336, CFGLOC101340, CFGLOC101339, CFGLOC101341, CFGLOC101342, CFGLOC101337, CFGLOC101338, CFGLOC101344, CFGLOC101344, CFGLOC101343",6/24/16,7/24/16,Y,actual,,GUIL.20150101.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,other,,,,,,,,,secondary,There are daily community groundwater withdrawals that impact NEON surface and groundwater table elevation. Quantities are unknown.,,,20241118T024613Z,RELEASE-2025
891,891,50e302e6-0e1c-43f7-a9e6-cf5c24e6dec5,D04,GUIL,GUIL,"GUIL.AOS.reach, GUIL.AOS.groundwater.well.006, GUIL.AOS.groundwater.well.005, GUIL.AOS.groundwater.well.004, GUIL.AOS.groundwater.well.003, GUIL.AOS.groundwater.well.002, GUIL.AOS.groundwater.well.001, GUIL.AOS.riparian.transect.10, GUIL.AOS.riparian.transect.09, GUIL.AOS.riparian.transect.08, GUIL.AOS.riparian.transect.07, GUIL.AOS.riparian.transect.06, GUIL.AOS.riparian.transect.05, GUIL.AOS.riparian.transect.04, GUIL.AOS.riparian.transect.03, GUIL.AOS.riparian.transect.02, GUIL.AOS.riparian.transect.01, GUIL.AOS.gauge, GUIL.AOS.discharge, GUIL.AOS.S2, CFGLOC101332, CFGLOC101328, CFGLOC101329, CFGLOC101330, CFGLOC101331, CFGLOC101333, SGAUGE104151, CFGLOC113843, S1LOC101319, CFGLOC113840, CFGLOC113841, CFGLOC101321, CFGLOC101322, CFGLOC101320, S2LOC101323, CFGLOC101325, CFGLOC101324, METSTN101336, CFGLOC101340, CFGLOC101339, CFGLOC101341, CFGLOC101342, CFGLOC101337, CFGLOC101338, CFGLOC101344, CFGLOC101344, CFGLOC101343",7/24/16,8/23/16,Y,actual,,GUIL.20150101.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,other,,,,,,,,,secondary,There are daily community groundwater withdrawals that impact NEON surface and groundwater table elevation. Quantities are unknown.,,,20241118T154500Z,RELEASE-2025
892,892,6908856a-e3cb-47b3-95d3-a898c0bd1d9a,D04,GUIL,GUIL,"GUIL.AOS.reach, GUIL.AOS.groundwater.well.006, GUIL.AOS.groundwater.well.005, GUIL.AOS.groundwater.well.004, GUIL.AOS.groundwater.well.003, GUIL.AOS.groundwater.well.002, GUIL.AOS.groundwater.well.001, GUIL.AOS.riparian.transect.10, GUIL.AOS.riparian.transect.09, GUIL.AOS.riparian.transect.08, GUIL.AOS.riparian.transect.07, GUIL.AOS.riparian.transect.06, GUIL.AOS.riparian.transect.05, GUIL.AOS.riparian.transect.04, GUIL.AOS.riparian.transect.03, GUIL.AOS.riparian.transect.02, GUIL.AOS.riparian.transect.01, GUIL.AOS.gauge, GUIL.AOS.discharge, GUIL.AOS.S2, CFGLOC101332, CFGLOC101328, CFGLOC101329, CFGLOC101330, CFGLOC101331, CFGLOC101333, SGAUGE104151, CFGLOC113843, S1LOC101319, CFGLOC113840, CFGLOC113841, CFGLOC101321, CFGLOC101322, CFGLOC101320, S2LOC101323, CFGLOC101325, CFGLOC101324, METSTN101336, CFGLOC101340, CFGLOC101339, CFGLOC101341, CFGLOC101342, CFGLOC101337, CFGLOC101338, CFGLOC101344, CFGLOC101344, CFGLOC101343",8/23/16,9/22/16,Y,actual,,GUIL.20150101.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,other,,,,,,,,,secondary,There are daily community groundwater withdrawals that impact NEON surface and groundwater table elevation. Quantities are unknown.,,,20241118T101251Z,RELEASE-2025
893,893,3959ce57-4c7c-4f85-bca5-9178ba799e2d,D04,GUIL,GUIL,"GUIL.AOS.reach, GUIL.AOS.groundwater.well.006, GUIL.AOS.groundwater.well.005, GUIL.AOS.groundwater.well.004, GUIL.AOS.groundwater.well.003, GUIL.AOS.groundwater.well.002, GUIL.AOS.groundwater.well.001, GUIL.AOS.riparian.transect.10, GUIL.AOS.riparian.transect.09, GUIL.AOS.riparian.transect.08, GUIL.AOS.riparian.transect.07, GUIL.AOS.riparian.transect.06, GUIL.AOS.riparian.transect.05, GUIL.AOS.riparian.transect.04, GUIL.AOS.riparian.transect.03, GUIL.AOS.riparian.transect.02, GUIL.AOS.riparian.transect.01, GUIL.AOS.gauge, GUIL.AOS.discharge, GUIL.AOS.S2, CFGLOC101332, CFGLOC101328, CFGLOC101329, CFGLOC101330, CFGLOC101331, CFGLOC101333, SGAUGE104151, CFGLOC113843, S1LOC101319, CFGLOC113840, CFGLOC113841, CFGLOC101321, CFGLOC101322, CFGLOC101320, S2LOC101323, CFGLOC101325, CFGLOC101324, METSTN101336, CFGLOC101340, CFGLOC101339, CFGLOC101341, CFGLOC101342, CFGLOC101337, CFGLOC101338, CFGLOC101344, CFGLOC101344, CFGLOC101343",9/22/16,10/22/16,Y,actual,,GUIL.20150101.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,other,,,,,,,,,secondary,There are daily community groundwater withdrawals that impact NEON surface and groundwater table elevation. Quantities are unknown.,,,20241118T070313Z,RELEASE-2025
894,894,a8faaed4-fe01-4417-a70f-97b52da55d03,D04,GUIL,GUIL,"GUIL.AOS.reach, GUIL.AOS.groundwater.well.006, GUIL.AOS.groundwater.well.005, GUIL.AOS.groundwater.well.004, GUIL.AOS.groundwater.well.003, GUIL.AOS.groundwater.well.002, GUIL.AOS.groundwater.well.001, GUIL.AOS.riparian.transect.10, GUIL.AOS.riparian.transect.09, GUIL.AOS.riparian.transect.08, GUIL.AOS.riparian.transect.07, GUIL.AOS.riparian.transect.06, GUIL.AOS.riparian.transect.05, GUIL.AOS.riparian.transect.04, GUIL.AOS.riparian.transect.03, GUIL.AOS.riparian.transect.02, GUIL.AOS.riparian.transect.01, GUIL.AOS.gauge, GUIL.AOS.discharge, GUIL.AOS.S2, CFGLOC101332, CFGLOC101328, CFGLOC101329, CFGLOC101330, CFGLOC101331, CFGLOC101333, SGAUGE104151, CFGLOC113843, S1LOC101319, CFGLOC113840, CFGLOC113841, CFGLOC101321, CFGLOC101322, CFGLOC101320, S2LOC101323, CFGLOC101325, CFGLOC101324, METSTN101336, CFGLOC101340, CFGLOC101339, CFGLOC101341, CFGLOC101342, CFGLOC101337, CFGLOC101338, CFGLOC101344, CFGLOC101344, CFGLOC101343",10/22/16,11/21/16,Y,actual,,GUIL.20150101.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,other,,,,,,,,,secondary,There are daily community groundwater withdrawals that impact NEON surface and groundwater table elevation. Quantities are unknown.,,,20241118T065112Z,RELEASE-2025
895,895,43db27a9-6d9d-41f7-88a3-7246c5cb0738,D04,GUIL,GUIL,"GUIL.AOS.reach, GUIL.AOS.groundwater.well.006, GUIL.AOS.groundwater.well.005, GUIL.AOS.groundwater.well.004, GUIL.AOS.groundwater.well.003, GUIL.AOS.groundwater.well.002, GUIL.AOS.groundwater.well.001, GUIL.AOS.riparian.transect.10, GUIL.AOS.riparian.transect.09, GUIL.AOS.riparian.transect.08, GUIL.AOS.riparian.transect.07, GUIL.AOS.riparian.transect.06, GUIL.AOS.riparian.transect.05, GUIL.AOS.riparian.transect.04, GUIL.AOS.riparian.transect.03, GUIL.AOS.riparian.transect.02, GUIL.AOS.riparian.transect.01, GUIL.AOS.gauge, GUIL.AOS.discharge, GUIL.AOS.S2, CFGLOC101332, CFGLOC101328, CFGLOC101329, CFGLOC101330, CFGLOC101331, CFGLOC101333, SGAUGE104151, CFGLOC113843, S1LOC101319, CFGLOC113840, CFGLOC113841, CFGLOC101321, CFGLOC101322, CFGLOC101320, S2LOC101323, CFGLOC101325, CFGLOC101324, METSTN101336, CFGLOC101340, CFGLOC101339, CFGLOC101341, CFGLOC101342, CFGLOC101337, CFGLOC101338, CFGLOC101344, CFGLOC101344, CFGLOC101343",11/21/16,12/21/16,Y,actual,,GUIL.20150101.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,other,,,,,,,,,secondary,There are daily community groundwater withdrawals that impact NEON surface and groundwater table elevation. Quantities are unknown.,,,20241118T120743Z,RELEASE-2025
896,896,6d31ded1-1e25-4399-8011-21977be6c839,D04,GUIL,GUIL,"GUIL.AOS.reach, GUIL.AOS.groundwater.well.006, GUIL.AOS.groundwater.well.005, GUIL.AOS.groundwater.well.004, GUIL.AOS.groundwater.well.003, GUIL.AOS.groundwater.well.002, GUIL.AOS.groundwater.well.001, GUIL.AOS.riparian.transect.10, GUIL.AOS.riparian.transect.09, GUIL.AOS.riparian.transect.08, GUIL.AOS.riparian.transect.07, GUIL.AOS.riparian.transect.06, GUIL.AOS.riparian.transect.05, GUIL.AOS.riparian.transect.04, GUIL.AOS.riparian.transect.03, GUIL.AOS.riparian.transect.02, GUIL.AOS.riparian.transect.01, GUIL.AOS.gauge, GUIL.AOS.discharge, GUIL.AOS.S2, CFGLOC101332, CFGLOC101328, CFGLOC101329, CFGLOC101330, CFGLOC101331, CFGLOC101333, SGAUGE104151, CFGLOC113843, S1LOC101319, CFGLOC113840, CFGLOC113841, CFGLOC101321, CFGLOC101322, CFGLOC101320, S2LOC101323, CFGLOC101325, CFGLOC101324, METSTN101336, CFGLOC101340, CFGLOC101339, CFGLOC101341, CFGLOC101342, CFGLOC101337, CFGLOC101338, CFGLOC101344, CFGLOC101344, CFGLOC101343",12/21/16,1/20/17,Y,actual,,GUIL.20150101.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,other,,,,,,,,,secondary,There are daily community groundwater withdrawals that impact NEON surface and groundwater table elevation. Quantities are unknown.,,,20241118T191800Z,RELEASE-2025
897,897,9330c4c2-0bfd-49b8-8ee3-86358ba3ed08,D04,GUIL,GUIL,"GUIL.AOS.reach, GUIL.AOS.groundwater.well.006, GUIL.AOS.groundwater.well.005, GUIL.AOS.groundwater.well.004, GUIL.AOS.groundwater.well.003, GUIL.AOS.groundwater.well.002, GUIL.AOS.groundwater.well.001, GUIL.AOS.riparian.transect.10, GUIL.AOS.riparian.transect.09, GUIL.AOS.riparian.transect.08, GUIL.AOS.riparian.transect.07, GUIL.AOS.riparian.transect.06, GUIL.AOS.riparian.transect.05, GUIL.AOS.riparian.transect.04, GUIL.AOS.riparian.transect.03, GUIL.AOS.riparian.transect.02, GUIL.AOS.riparian.transect.01, GUIL.AOS.gauge, GUIL.AOS.discharge, GUIL.AOS.S2, CFGLOC101332, CFGLOC101328, CFGLOC101329, CFGLOC101330, CFGLOC101331, CFGLOC101333, SGAUGE104151, CFGLOC113843, S1LOC101319, CFGLOC113840, CFGLOC113841, CFGLOC101321, CFGLOC101322, CFGLOC101320, S2LOC101323, CFGLOC101325, CFGLOC101324, METSTN101336, CFGLOC101340, CFGLOC101339, CFGLOC101341, CFGLOC101342, CFGLOC101337, CFGLOC101338, CFGLOC101344, CFGLOC101344, CFGLOC101343",1/20/17,2/19/17,Y,actual,,GUIL.20150101.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,other,,,,,,,,,secondary,There are daily community groundwater withdrawals that impact NEON surface and groundwater table elevation. Quantities are unknown.,,,20241118T172807Z,RELEASE-2025
898,898,b79e2cd7-2b60-4abd-8461-2acbabacf941,D04,GUIL,GUIL,"GUIL.AOS.reach, GUIL.AOS.groundwater.well.006, GUIL.AOS.groundwater.well.005, GUIL.AOS.groundwater.well.004, GUIL.AOS.groundwater.well.003, GUIL.AOS.groundwater.well.002, GUIL.AOS.groundwater.well.001, GUIL.AOS.riparian.transect.10, GUIL.AOS.riparian.transect.09, GUIL.AOS.riparian.transect.08, GUIL.AOS.riparian.transect.07, GUIL.AOS.riparian.transect.06, GUIL.AOS.riparian.transect.05, GUIL.AOS.riparian.transect.04, GUIL.AOS.riparian.transect.03, GUIL.AOS.riparian.transect.02, GUIL.AOS.riparian.transect.01, GUIL.AOS.gauge, GUIL.AOS.discharge, GUIL.AOS.S2, CFGLOC101332, CFGLOC101328, CFGLOC101329, CFGLOC101330, CFGLOC101331, CFGLOC101333, SGAUGE104151, CFGLOC113843, S1LOC101319, CFGLOC113840, CFGLOC113841, CFGLOC101321, CFGLOC101322, CFGLOC101320, S2LOC101323, CFGLOC101325, CFGLOC101324, METSTN101336, CFGLOC101340, CFGLOC101339, CFGLOC101341, CFGLOC101342, CFGLOC101337, CFGLOC101338, CFGLOC101344, CFGLOC101344, CFGLOC101343",2/19/17,3/21/17,Y,actual,,GUIL.20150101.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,other,,,,,,,,,secondary,There are daily community groundwater withdrawals that impact NEON surface and groundwater table elevation. Quantities are unknown.,,,20241118T014528Z,RELEASE-2025
899,899,6efaeb81-9b01-4696-97a8-55e1b0df76c9,D04,GUIL,GUIL,"GUIL.AOS.reach, GUIL.AOS.groundwater.well.006, GUIL.AOS.groundwater.well.005, GUIL.AOS.groundwater.well.004, GUIL.AOS.groundwater.well.003, GUIL.AOS.groundwater.well.002, GUIL.AOS.groundwater.well.001, GUIL.AOS.riparian.transect.10, GUIL.AOS.riparian.transect.09, GUIL.AOS.riparian.transect.08, GUIL.AOS.riparian.transect.07, GUIL.AOS.riparian.transect.06, GUIL.AOS.riparian.transect.05, GUIL.AOS.riparian.transect.04, GUIL.AOS.riparian.transect.03, GUIL.AOS.riparian.transect.02, GUIL.AOS.riparian.transect.01, GUIL.AOS.gauge, GUIL.AOS.discharge, GUIL.AOS.S2, CFGLOC101332, CFGLOC101328, CFGLOC101329, CFGLOC101330, CFGLOC101331, CFGLOC101333, SGAUGE104151, CFGLOC113843, S1LOC101319, CFGLOC113840, CFGLOC113841, CFGLOC101321, CFGLOC101322, CFGLOC101320, S2LOC101323, CFGLOC101325, CFGLOC101324, METSTN101336, CFGLOC101340, CFGLOC101339, CFGLOC101341, CFGLOC101342, CFGLOC101337, CFGLOC101338, CFGLOC101344, CFGLOC101344, CFGLOC101343",3/21/17,4/20/17,Y,actual,,GUIL.20150101.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,other,,,,,,,,,secondary,There are daily community groundwater withdrawals that impact NEON surface and groundwater table elevation. Quantities are unknown.,,,20241118T010129Z,RELEASE-2025
900,900,24154996-5db3-414e-ba07-f485edb29d61,D04,GUIL,GUIL,"GUIL.AOS.reach, GUIL.AOS.groundwater.well.006, GUIL.AOS.groundwater.well.005, GUIL.AOS.groundwater.well.004, GUIL.AOS.groundwater.well.003, GUIL.AOS.groundwater.well.002, GUIL.AOS.groundwater.well.001, GUIL.AOS.riparian.transect.10, GUIL.AOS.riparian.transect.09, GUIL.AOS.riparian.transect.08, GUIL.AOS.riparian.transect.07, GUIL.AOS.riparian.transect.06, GUIL.AOS.riparian.transect.05, GUIL.AOS.riparian.transect.04, GUIL.AOS.riparian.transect.03, GUIL.AOS.riparian.transect.02, GUIL.AOS.riparian.transect.01, GUIL.AOS.gauge, GUIL.AOS.discharge, GUIL.AOS.S2, CFGLOC101332, CFGLOC101328, CFGLOC101329, CFGLOC101330, CFGLOC101331, CFGLOC101333, SGAUGE104151, CFGLOC113843, S1LOC101319, CFGLOC113840, CFGLOC113841, CFGLOC101321, CFGLOC101322, CFGLOC101320, S2LOC101323, CFGLOC101325, CFGLOC101324, METSTN101336, CFGLOC101340, CFGLOC101339, CFGLOC101341, CFGLOC101342, CFGLOC101337, CFGLOC101338, CFGLOC101344, CFGLOC101344, CFGLOC101343",4/20/17,5/20/17,Y,actual,,GUIL.20150101.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,other,,,,,,,,,secondary,There are daily community groundwater withdrawals that impact NEON surface and groundwater table elevation. Quantities are unknown.,,,20241118T050927Z,RELEASE-2025
901,901,6c474203-1d37-44e1-8578-dd531b7a0c2e,D04,GUIL,GUIL,"GUIL.AOS.reach, GUIL.AOS.groundwater.well.006, GUIL.AOS.groundwater.well.005, GUIL.AOS.groundwater.well.004, GUIL.AOS.groundwater.well.003, GUIL.AOS.groundwater.well.002, GUIL.AOS.groundwater.well.001, GUIL.AOS.riparian.transect.10, GUIL.AOS.riparian.transect.09, GUIL.AOS.riparian.transect.08, GUIL.AOS.riparian.transect.07, GUIL.AOS.riparian.transect.06, GUIL.AOS.riparian.transect.05, GUIL.AOS.riparian.transect.04, GUIL.AOS.riparian.transect.03, GUIL.AOS.riparian.transect.02, GUIL.AOS.riparian.transect.01, GUIL.AOS.gauge, GUIL.AOS.discharge, GUIL.AOS.S2, CFGLOC101332, CFGLOC101328, CFGLOC101329, CFGLOC101330, CFGLOC101331, CFGLOC101333, SGAUGE104151, CFGLOC113843, S1LOC101319, CFGLOC113840, CFGLOC113841, CFGLOC101321, CFGLOC101322, CFGLOC101320, S2LOC101323, CFGLOC101325, CFGLOC101324, METSTN101336, CFGLOC101340, CFGLOC101339, CFGLOC101341, CFGLOC101342, CFGLOC101337, CFGLOC101338, CFGLOC101344, CFGLOC101344, CFGLOC101343",5/20/17,6/19/17,Y,actual,,GUIL.20150101.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,other,,,,,,,,,secondary,There are daily community groundwater withdrawals that impact NEON surface and groundwater table elevation. Quantities are unknown.,,,20241118T043128Z,RELEASE-2025
902,902,7555a4e5-ca08-443a-83a4-5cf5f06be8a9,D04,GUIL,GUIL,"GUIL.AOS.reach, GUIL.AOS.groundwater.well.006, GUIL.AOS.groundwater.well.005, GUIL.AOS.groundwater.well.004, GUIL.AOS.groundwater.well.003, GUIL.AOS.groundwater.well.002, GUIL.AOS.groundwater.well.001, GUIL.AOS.riparian.transect.10, GUIL.AOS.riparian.transect.09, GUIL.AOS.riparian.transect.08, GUIL.AOS.riparian.transect.07, GUIL.AOS.riparian.transect.06, GUIL.AOS.riparian.transect.05, GUIL.AOS.riparian.transect.04, GUIL.AOS.riparian.transect.03, GUIL.AOS.riparian.transect.02, GUIL.AOS.riparian.transect.01, GUIL.AOS.gauge, GUIL.AOS.discharge, GUIL.AOS.S2, CFGLOC101332, CFGLOC101328, CFGLOC101329, CFGLOC101330, CFGLOC101331, CFGLOC101333, SGAUGE104151, CFGLOC113843, S1LOC101319, CFGLOC113840, CFGLOC113841, CFGLOC101321, CFGLOC101322, CFGLOC101320, S2LOC101323, CFGLOC101325, CFGLOC101324, METSTN101336, CFGLOC101340, CFGLOC101339, CFGLOC101341, CFGLOC101342, CFGLOC101337, CFGLOC101338, CFGLOC101344, CFGLOC101344, CFGLOC101343",6/19/17,7/19/17,Y,actual,,GUIL.20150101.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,other,,,,,,,,,secondary,There are daily community groundwater withdrawals that impact NEON surface and groundwater table elevation. Quantities are unknown.,,,20241118T022436Z,RELEASE-2025
903,903,9e7144de-32dd-4bea-aaf5-40e072aeeb2e,D04,GUIL,GUIL,"GUIL.AOS.reach, GUIL.AOS.groundwater.well.006, GUIL.AOS.groundwater.well.005, GUIL.AOS.groundwater.well.004, GUIL.AOS.groundwater.well.003, GUIL.AOS.groundwater.well.002, GUIL.AOS.groundwater.well.001, GUIL.AOS.riparian.transect.10, GUIL.AOS.riparian.transect.09, GUIL.AOS.riparian.transect.08, GUIL.AOS.riparian.transect.07, GUIL.AOS.riparian.transect.06, GUIL.AOS.riparian.transect.05, GUIL.AOS.riparian.transect.04, GUIL.AOS.riparian.transect.03, GUIL.AOS.riparian.transect.02, GUIL.AOS.riparian.transect.01, GUIL.AOS.gauge, GUIL.AOS.discharge, GUIL.AOS.S2, CFGLOC101332, CFGLOC101328, CFGLOC101329, CFGLOC101330, CFGLOC101331, CFGLOC101333, SGAUGE104151, CFGLOC113843, S1LOC101319, CFGLOC113840, CFGLOC113841, CFGLOC101321, CFGLOC101322, CFGLOC101320, S2LOC101323, CFGLOC101325, CFGLOC101324, METSTN101336, CFGLOC101340, CFGLOC101339, CFGLOC101341, CFGLOC101342, CFGLOC101337, CFGLOC101338, CFGLOC101344, CFGLOC101344, CFGLOC101343",7/19/17,8/18/17,Y,actual,,GUIL.20150101.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,other,,,,,,,,,secondary,There are daily community groundwater withdrawals that impact NEON surface and groundwater table elevation. Quantities are unknown.,,,20241118T182309Z,RELEASE-2025
904,904,000fec22-eb38-408d-8196-1bb0033b4f2b,D04,GUIL,GUIL,"GUIL.AOS.reach, GUIL.AOS.groundwater.well.006, GUIL.AOS.groundwater.well.005, GUIL.AOS.groundwater.well.004, GUIL.AOS.groundwater.well.003, GUIL.AOS.groundwater.well.002, GUIL.AOS.groundwater.well.001, GUIL.AOS.riparian.transect.10, GUIL.AOS.riparian.transect.09, GUIL.AOS.riparian.transect.08, GUIL.AOS.riparian.transect.07, GUIL.AOS.riparian.transect.06, GUIL.AOS.riparian.transect.05, GUIL.AOS.riparian.transect.04, GUIL.AOS.riparian.transect.03, GUIL.AOS.riparian.transect.02, GUIL.AOS.riparian.transect.01, GUIL.AOS.gauge, GUIL.AOS.discharge, GUIL.AOS.S2, CFGLOC101332, CFGLOC101328, CFGLOC101329, CFGLOC101330, CFGLOC101331, CFGLOC101333, SGAUGE104151, CFGLOC113843, S1LOC101319, CFGLOC113840, CFGLOC113841, CFGLOC101321, CFGLOC101322, CFGLOC101320, S2LOC101323, CFGLOC101325, CFGLOC101324, METSTN101336, CFGLOC101340, CFGLOC101339, CFGLOC101341, CFGLOC101342, CFGLOC101337, CFGLOC101338, CFGLOC101344, CFGLOC101344, CFGLOC101343",8/18/17,9/17/17,Y,actual,,GUIL.20150101.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,other,,,,,,,,,secondary,There are daily community groundwater withdrawals that impact NEON surface and groundwater table elevation. Quantities are unknown.,,,20241118T103149Z,RELEASE-2025
906,906,6c9d15e8-dc52-470b-bac5-f82cc54cc1bf,D04,GUIL,GUIL,"GUIL.AOS.reach, GUIL.AOS.groundwater.well.006, GUIL.AOS.groundwater.well.005, GUIL.AOS.groundwater.well.004, GUIL.AOS.groundwater.well.003, GUIL.AOS.groundwater.well.002, GUIL.AOS.groundwater.well.001, GUIL.AOS.riparian.transect.10, GUIL.AOS.riparian.transect.09, GUIL.AOS.riparian.transect.08, GUIL.AOS.riparian.transect.07, GUIL.AOS.riparian.transect.06, GUIL.AOS.riparian.transect.05, GUIL.AOS.riparian.transect.04, GUIL.AOS.riparian.transect.03, GUIL.AOS.riparian.transect.02, GUIL.AOS.riparian.transect.01, GUIL.AOS.gauge, GUIL.AOS.discharge, GUIL.AOS.S2, CFGLOC101332, CFGLOC101328, CFGLOC101329, CFGLOC101330, CFGLOC101331, CFGLOC101333, SGAUGE104151, CFGLOC113843, S1LOC101319, CFGLOC113840, CFGLOC113841, CFGLOC101321, CFGLOC101322, CFGLOC101320, S2LOC101323, CFGLOC101325, CFGLOC101324, METSTN101336, CFGLOC101340, CFGLOC101339, CFGLOC101341, CFGLOC101342, CFGLOC101337, CFGLOC101338, CFGLOC101344, CFGLOC101344, CFGLOC101343",9/17/17,10/17/17,Y,actual,,GUIL.20150101.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,other,,,,,,,,,secondary,There are daily community groundwater withdrawals that impact NEON surface and groundwater table elevation. Quantities are unknown.,,,20241118T151808Z,RELEASE-2025
907,907,3527a099-c3e1-4809-a959-db1fea3662e3,D04,GUIL,GUIL,"GUIL.AOS.reach, GUIL.AOS.groundwater.well.006, GUIL.AOS.groundwater.well.005, GUIL.AOS.groundwater.well.004, GUIL.AOS.groundwater.well.003, GUIL.AOS.groundwater.well.002, GUIL.AOS.groundwater.well.001, GUIL.AOS.riparian.transect.10, GUIL.AOS.riparian.transect.09, GUIL.AOS.riparian.transect.08, GUIL.AOS.riparian.transect.07, GUIL.AOS.riparian.transect.06, GUIL.AOS.riparian.transect.05, GUIL.AOS.riparian.transect.04, GUIL.AOS.riparian.transect.03, GUIL.AOS.riparian.transect.02, GUIL.AOS.riparian.transect.01, GUIL.AOS.gauge, GUIL.AOS.discharge, GUIL.AOS.S2, CFGLOC101332, CFGLOC101328, CFGLOC101329, CFGLOC101330, CFGLOC101331, CFGLOC101333, SGAUGE104151, CFGLOC113843, S1LOC101319, CFGLOC113840, CFGLOC113841, CFGLOC101321, CFGLOC101322, CFGLOC101320, S2LOC101323, CFGLOC101325, CFGLOC101324, METSTN101336, CFGLOC101340, CFGLOC101339, CFGLOC101341, CFGLOC101342, CFGLOC101337, CFGLOC101338, CFGLOC101344, CFGLOC101344, CFGLOC101343",10/17/17,11/16/17,Y,actual,,GUIL.20150101.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,other,,,,,,,,,secondary,There are daily community groundwater withdrawals that impact NEON surface and groundwater table elevation. Quantities are unknown.,,,20241118T105203Z,RELEASE-2025
